english,category,sources,srd_5_1,srd_5_2,proposed_zh_tw,status,notes
Indomitable Might,classFeature,PHB; XPHB,true,true,,pending,
Infernal,language,PHB; XPHB,true,true,,pending,
Inflict Wounds,spell,PHB; XPHB,true,true,,pending,
Initiative,variantrule,XPHB,false,true,,pending,
Ink,item,XPHB,false,true,,pending,
Ink (1-ounce bottle),item,PHB,true,false,,pending,
Ink Pen,item,PHB; XPHB,true,true,,pending,
Innate Sorcery,classFeature,XPHB,false,true,,pending,
Insect Plague,spell,PHB; XPHB,true,true,,pending,
Insight,skill,PHB; XPHB,true,true,,pending,
Instinctive Pounce,classFeature,XPHB,false,true,,pending,
Intimidating Presence,subclassFeature,PHB; XPHB,true,true,,pending,
Intimidation,skill,PHB; XPHB,true,true,,pending,
Investigation,skill,PHB; XPHB,true,true,,pending,
Invisibility,spell,PHB; XPHB,true,true,,pending,
Invisible,condition,PHB; XPHB,true,true,,pending,
Invisible Stalker,monster,MM; XMM,true,true,,pending,
Ioun Stone,itemGroup,XDMG,false,true,,pending,
"Ioun Stone, Absorption",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Agility",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Awareness",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Fortitude",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Greater Absorption",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Insight",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Intellect",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Leadership",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Mastery",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Protection",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Regeneration",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Reserve",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Strength",item,DMG; XDMG,true,true,,pending,
"Ioun Stone, Sustenance",item,DMG; XDMG,true,true,,pending,
Iron,item,PHB; XDMG,true,true,,pending,
Iron Bands of Bilarro,item,DMG; XDMG,true,true,,pending,
Iron Flask,item,DMG; XDMG,true,true,,pending,
Iron Golem,card; monster,DMG; MM; XMM,true,true,,pending,
Iron Pot,item,PHB; XPHB,true,true,,pending,
Iron Spike,item,PHB; XPHB,true,true,,pending,
Iron Spikes,item,XPHB,false,true,,pending,
Iron Spikes (10),item,PHB,true,false,,pending,
Isis,deity,PHB,true,false,,pending,
Jack of All Trades,classFeature,PHB; XPHB,true,true,,pending,
Jackal,monster,MM; XMM,true,true,,pending,
Javelin,baseitem,PHB; XPHB,true,true,,pending,
Javelin of Lightning,item,DMG; XDMG,true,true,,pending,
Jester,card,DMG; XDMG,true,true,,pending,
Jeweler's Tools,baseitem,PHB; XPHB,true,true,,pending,
Jug,item,PHB; XPHB,true,true,,pending,
Jump,spell,PHB; XPHB,true,true,,pending,
Jumping,variantrule,XPHB,false,true,,pending,
Keelboat,item,DMG; XPHB,true,true,,pending,
Keoghtom's Ointment,item,DMG; XDMG,true,true,,pending,
Key,card,DMG; XDMG,true,true,,pending,
Ki,classFeature,PHB,true,false,,pending,
Ki-Empowered Strikes,classFeature,PHB,true,false,,pending,
Killer Whale,monster,MM; XMM,true,true,,pending,
Knight,card; monster,DMG; MM; XDMG; XMM,true,true,,pending,
Knight and Four Guards,card,DMG,true,false,,pending,
Knock,spell,PHB; XPHB,true,true,,pending,
Knock Out (Cost: 6d6),classFeature,XPHB,false,true,,pending,
Knocking Out a Creature,variantrule,XPHB,false,true,,pending,
Kobold,card; monster,DMG; MM,true,false,,pending,
Kobold Warrior,monster,XMM,false,true,,pending,
Kraken,monster,MM; XMM,true,true,,pending,
Ladder,item,XPHB,false,true,,pending,
Ladder (10-foot),item,PHB,true,false,,pending,
Lamia,monster,MM; XMM,true,true,,pending,
Lamp,item,PHB; XPHB,true,true,,pending,
Lance,baseitem,PHB; XPHB,true,true,,pending,
Land's Aid,subclassFeature,XPHB,false,true,,pending,
Land's Stride,classFeature; subclassFeature,PHB,true,false,,pending,
Lantern of Revealing,item,DMG; XDMG,true,true,,pending,
Lay on Hands,classFeature,PHB; XPHB,true,true,,pending,
Leather Armor,baseitem,PHB; XPHB,true,true,,pending,
Leatherworker's Tools,baseitem,PHB; XPHB,true,true,,pending,
Legend Lore,spell,PHB; XPHB,true,true,,pending,
Lemure,monster,MM; XMM,true,true,,pending,
Leomund's Secret Chest,spell,PHB; XPHB,true,true,,pending,
Leomund's Tiny Hut,spell,PHB; XPHB,true,true,,pending,
Lesser Restoration,spell,PHB; XPHB,true,true,,pending,
Levitate,spell,PHB; XPHB,true,true,,pending,
Lich,card; monster,DMG; MM; XMM,true,true,,pending,
Life Domain,subclass; subclassFeature,PHB; XPHB,true,true,,pending,
Life Domain Spells,subclassFeature,XPHB,false,true,,pending,
Lifedrinker,optionalfeature,PHB; XPHB,true,true,,pending,
Lifestyle Expenses,entries,,true,false,,pending,
Light,spell,PHB; XPHB,true,true,,pending,
Light Crossbow,baseitem,PHB; XPHB,true,true,,pending,
Light Hammer,baseitem,PHB; XPHB,true,true,,pending,
Lightfoot,subrace,PHB,true,false,,pending,
Lightly Obscured,variantrule,XPHB,false,true,,pending,
Lightning Bolt,spell,PHB; XPHB,true,true,,pending,
Line [Area of Effect],variantrule,XPHB,false,true,,pending,
Linen (1 sq. yd.),item,PHB; XDMG,true,true,,pending,
Lion,monster,MM; XMM,true,true,,pending,
Lizard,monster,MM; XMM,true,true,,pending,
Lizardfolk,monster,MM,true,false,,pending,
Loaf of Bread,item,PHB,true,false,,pending,
Locate Animals or Plants,spell,PHB; XPHB,true,true,,pending,
Locate Creature,spell,PHB; XPHB,true,true,,pending,
Locate Object,spell,PHB; XPHB,true,true,,pending,
Lock,item,PHB; XPHB,true,true,,pending,
Lolth's Sting,item,XDMG,false,true,,pending,
Long Jump,variantrule,XPHB,false,true,,pending,
Long Rest,variantrule,XPHB,false,true,,pending,
Longbow,baseitem,PHB; XPHB,true,true,,pending,
Longship,item,DMG; XPHB,true,true,,pending,
Longstrider,spell,PHB; XPHB,true,true,,pending,
Longsword,baseitem,PHB; XPHB,true,true,,pending,
Lugh,deity,PHB,true,false,,pending,
Lute,baseitem,PHB; XPHB,true,true,,pending,
Lyre,baseitem,PHB; XPHB,true,true,,pending,
Mace,baseitem,PHB; XPHB,true,true,,pending,
Mace of Disruption,item,DMG; XDMG,true,true,,pending,
Mace of Smiting,item,DMG; XDMG,true,true,,pending,
Mace of Terror,item,DMG; XDMG,true,true,,pending,
Madness,variantrule,DMG,true,false,,pending,
Mage,monster,MM; XMM,true,true,,pending,
Mage Armor,spell,PHB; XPHB,true,true,,pending,
Mage Hand,spell,PHB; XPHB,true,true,,pending,
Magic,action,XPHB,false,true,,pending,
Magic Circle,spell,PHB; XPHB,true,true,,pending,
Magic Initiate,feat,XPHB,false,true,,pending,
Magic Jar,spell,PHB; XPHB,true,true,,pending,
Magic Missile,spell,PHB; XPHB,true,true,,pending,
Magic Mouth,spell,PHB; XPHB,true,true,,pending,
Magic Weapon,spell,PHB; XPHB,true,true,,pending,
Magical Cunning,classFeature,XPHB,false,true,,pending,
Magical Discoveries,subclassFeature,XPHB,false,true,,pending,
Magical Effect,variantrule,XPHB,false,true,,pending,
Magical Secrets,classFeature,PHB; XPHB,true,true,,pending,
Magician,classFeature,XPHB,false,true,,pending,
Magma Mephit,monster,MM; XMM,true,true,,pending,
Magmin,monster,MM; XMM,true,true,,pending,
Magnifying Glass,item,PHB; XPHB,true,true,,pending,
Major Image,spell,PHB; XPHB,true,true,,pending,
Malice,item,DMG; XDMG,true,true,,pending,
Mammoth,monster,MM; XMM,true,true,,pending,
Manacles,item,PHB; XPHB,true,true,,pending,
Manannan mac Lir,deity,PHB,true,false,,pending,
Manticore,monster,MM; XMM,true,true,,pending,
Mantle of Spell Resistance,item,DMG; XDMG,true,true,,pending,
Manual of Bodily Health,item,DMG; XDMG,true,true,,pending,
Manual of Clay Golems,item,DMG; XDMG,true,true,,pending,
Manual of Flesh Golems,item,DMG; XDMG,true,true,,pending,
Manual of Gainful Exercise,item,DMG; XDMG,true,true,,pending,
Manual of Golems,itemGroup,XDMG,false,true,,pending,
Manual of Iron Golems,item,DMG; XDMG,true,true,,pending,
Manual of Quickness of Action,item,DMG; XDMG,true,true,,pending,
Manual of Stone Golems,item,DMG; XDMG,true,true,,pending,
Map or Scroll Case,item,PHB; XPHB,true,true,,pending,
Marilith,monster,MM; XMM,true,true,,pending,
Martial Archetype,classFeature,PHB,true,false,,pending,
Martial Archetype feature,classFeature,PHB,true,false,,pending,
Martial Arts,classFeature,PHB; XPHB,true,true,,pending,
Martial Arts Die,classFeature,XPHB,false,true,,pending,
Mask of Many Faces,optionalfeature,PHB; XPHB,true,true,,pending,
Mason's Tools,baseitem,PHB; XPHB,true,true,,pending,
Mass Cure Wounds,spell,PHB; XPHB,true,true,,pending,
Mass Heal,spell,PHB; XPHB,true,true,,pending,
Mass Healing Word,spell,PHB; XPHB,true,true,,pending,
Mass Suggestion,spell,PHB; XPHB,true,true,,pending,
Master of Myriad Forms,optionalfeature,PHB; XPHB,true,true,,pending,
Mastiff,item; monster,MM; PHB; XMM; XPHB,true,true,,pending,
Math Mathonwy,deity,PHB,true,false,,pending,
Maul,baseitem,PHB; XPHB,true,true,,pending,
Maze,spell,PHB; XPHB,true,true,,pending,
Medallion of Thoughts,item,DMG; XDMG,true,true,,pending,
Medicine,skill,PHB; XPHB,true,true,,pending,
Medusa,card; monster,DMG; MM; XMM,true,true,,pending,
Meld into Stone,spell,PHB; XPHB,true,true,,pending,
Melf's Acid Arrow,spell,PHB; XPHB,true,true,,pending,
Memorize Spell,classFeature,XPHB,false,true,,pending,
Mending,spell,PHB; XPHB,true,true,,pending,
Merchant's Scale,item,PHB,true,false,,pending,
Merfolk,monster,MM,true,false,,pending,
Merfolk Skirmisher,monster,XMM,false,true,,pending,
Merrow,monster,MM; XMM,true,true,,pending,
Mess Kit,item,PHB,true,false,,pending,
Message,spell,PHB; XPHB,true,true,,pending,
Metamagic,classFeature,PHB; XPHB,true,true,,pending,
Metamagic Options,classFeature,XPHB,false,true,,pending,
Meteor Swarm,spell,PHB; XPHB,true,true,,pending,
Midnight Tears,item,DMG; XDMG,true,true,,pending,
Military Saddle,item,PHB; XPHB,true,true,,pending,
Mimic,monster,MM; XMM,true,true,,pending,
Mind Blank,spell,PHB; XPHB,true,true,,pending,
Mind Spike,spell,XPHB,false,true,,pending,
Mindless Rage,subclassFeature,PHB; XPHB,true,true,,pending,
Miner's Pick,item,PHB,true,false,,pending,
Minions of Chaos,optionalfeature,PHB,true,false,,pending,
Minor Illusion,spell,PHB; XPHB,true,true,,pending,
Minotaur,monster,MM,true,false,,pending,
Minotaur of Baphomet,monster,XMM,false,true,,pending,
Minotaur Skeleton,monster,MM; XMM,true,true,,pending,
Mirage Arcane,spell,PHB; XPHB,true,true,,pending,
Mire the Mind,optionalfeature,PHB,true,false,,pending,
Mirror,item,XPHB,false,true,,pending,
Mirror Image,spell,PHB; XPHB,true,true,,pending,
Mirror of Life Trapping,item,DMG; XDMG,true,true,,pending,
Mislead,spell,PHB; XPHB,true,true,,pending,
Misty Step,spell,PHB; XPHB,true,true,,pending,
Misty Visions,optionalfeature,PHB; XPHB,true,true,,pending,
Modify Memory,spell,PHB; XPHB,true,true,,pending,
Monastic Tradition,classFeature,PHB,true,false,,pending,
Monastic Tradition feature,classFeature,PHB,true,false,,pending,
Monk,class,PHB; XPHB,true,true,,pending,
Monk Subclass,classFeature,XPHB,false,true,,pending,
Monk's Focus,classFeature,XPHB,false,true,,pending,
Monster,variantrule,XPHB,false,true,,pending,
Moon,card,DMG; XDMG,true,true,,pending,
Moonbeam,spell,PHB; XPHB,true,true,,pending,
Mordenkainen's Faithful Hound,spell,PHB; XPHB,true,true,,pending,
Mordenkainen's Magnificent Mansion,spell,PHB; XPHB,true,true,,pending,
Mordenkainen's Private Sanctum,spell,PHB; XPHB,true,true,,pending,
Mordenkainen's Sword,spell,PHB; XPHB,true,true,,pending,
Morningstar,baseitem,PHB; XPHB,true,true,,pending,
Morrigan,deity,PHB,true,false,,pending,
Move Earth,spell,PHB; XPHB,true,true,,pending,
Mule,item; monster,MM; PHB; XMM; XPHB,true,true,,pending,
Multiattack,subclassFeature,PHB,true,false,,pending,
Multiattack Defense,subclassFeature,PHB,true,false,,pending,
Mummy,monster,MM; XMM,true,true,,pending,
Mummy Lord,monster,MM; XMM,true,true,,pending,
Musical Instrument,itemGroup,PHB; XPHB,true,true,,pending,
Musket,baseitem,XPHB,false,true,,pending,
Mystic Arcanum,classFeature,XPHB,false,true,,pending,
Mystic Arcanum (6th level),classFeature,PHB,true,false,,pending,
Mystic Arcanum (7th level),classFeature,PHB,true,false,,pending,
Mystic Arcanum (8th level),classFeature,PHB,true,false,,pending,
Mystic Arcanum (9th level),classFeature,PHB,true,false,,pending,
Nalfeshnee,monster,MM; XMM,true,true,,pending,
Natural Explorer,classFeature,PHB,true,false,,pending,
Natural Explorer improvement,classFeature,PHB,true,false,,pending,
Natural Recovery,subclassFeature,PHB; XPHB,true,true,,pending,
Nature,skill,PHB; XPHB,true,true,,pending,
Nature's Sanctuary,subclassFeature,PHB; XPHB,true,true,,pending,
Nature's Veil,classFeature,XPHB,false,true,,pending,
Nature's Ward,subclassFeature,PHB; XPHB,true,true,,pending,
Navigator's Tools,item,PHB; XPHB,true,true,,pending,
Necklace of Adaptation,item,DMG; XDMG,true,true,,pending,
Necklace of Fireballs,item,DMG; XDMG,true,true,,pending,
Necklace of Prayer Beads,item,DMG; XDMG,true,true,,pending,
Needle,baseitem,XPHB,false,true,,pending,
Needles (50),baseitem,XPHB,false,true,,pending,
Nephthys,deity,PHB,true,false,,pending,
Net,baseitem; item,PHB; XPHB,true,true,,pending,
Nick,itemMastery,XPHB,false,true,,pending,
Night Hag,card; monster,DMG; MM; XMM,true,true,,pending,
Nightmare,monster,MM; XMM,true,true,,pending,
Nike,deity,PHB,true,false,,pending,
Noble,monster,MM; XMM,true,true,,pending,
Nolzur's Marvelous Pigments,item,DMG; XDMG,true,true,,pending,
Nondetection,spell,PHB; XPHB,true,true,,pending,
Nonplayer Character,variantrule,XPHB,false,true,,pending,
Nuada,deity,PHB,true,false,,pending,
Nystul's Magic Aura,spell,PHB; XPHB,true,true,,pending,
Oath of Devotion,subclass; subclassFeature,PHB; XPHB,true,true,,pending,
Oath of Devotion Spells,subclassFeature,XPHB,false,true,,pending,
Oath Spells,subclassFeature,PHB,true,false,,pending,
Oathbow,item,DMG,true,false,,pending,
Object,variantrule,XPHB,false,true,,pending,
Obscure (Cost: 3d6),classFeature,XPHB,false,true,,pending,
Occupied Space,variantrule,XPHB,false,true,,pending,
Ochre Jelly,monster,MM; XMM,true,true,,pending,
Octopus,monster,MM; XMM,true,true,,pending,
Oghma,deity,PHB,true,false,,pending,
Ogre,card; monster,DMG; MM; XMM,true,true,,pending,
Ogre Mage,card,DMG,true,false,,pending,
Ogre Zombie,monster,MM; XMM,true,true,,pending,
Oil,item,XPHB,false,true,,pending,
Oil (flask),item,PHB,true,false,,pending,
Oil of Etherealness,item,DMG; XDMG,true,true,,pending,
Oil of Sharpness,item,DMG; XDMG,true,true,,pending,
Oil of Slipperiness,item,DMG; XDMG,true,true,,pending,
Oil of Taggit,item,DMG; XDMG,true,true,,pending,
One with Shadows,optionalfeature,PHB; XPHB,true,true,,pending,
Oni,monster,MM; XMM,true,true,,pending,
Open Hand Technique,subclassFeature,PHB; XPHB,true,true,,pending,
Opportunity Attack,action,PHB; XPHB,true,true,,pending,
Orb,baseitem,PHB; XPHB,true,true,,pending,
Orb of Dragonkind,item,DMG; XDMG,true,true,,pending,
Orc,card; language; monster; race,DMG; MM; PHB; XPHB,true,true,,pending,
Osiris,deity,PHB,true,false,,pending,
Other Activity,action,PHB,true,false,,pending,
Otherworldly Leap,optionalfeature,PHB; XPHB,true,true,,pending,
Otherworldly Patron,classFeature,PHB,true,false,,pending,
Otherworldly Patron feature,classFeature,PHB,true,false,,pending,
Otherworldly Steed,monster,XPHB,false,true,,pending,
Otiluke's Freezing Sphere,spell,PHB; XPHB,true,true,,pending,
Otiluke's Resilient Sphere,spell,PHB; XPHB,true,true,,pending,
Otto's Irresistible Dance,spell,PHB; XPHB,true,true,,pending,
Otyugh,monster,MM; XMM,true,true,,pending,
Overchannel,subclassFeature,PHB; XPHB,true,true,,pending,
Owl,monster,MM; XMM,true,true,,pending,
Owlbear,monster,MM; XMM,true,true,,pending,
Ox,item,PHB; XDMG,true,true,,pending,
Pack Saddle,item,PHB,true,false,,pending,
Pact Boon,classFeature,PHB,true,false,,pending,
Pact Magic,classFeature,PHB; XPHB,true,true,,pending,
Pact of the Blade,optionalfeature,PHB; XPHB,true,true,,pending,
Pact of the Chain,optionalfeature,PHB; XPHB,true,true,,pending,
Pact of the Tome,optionalfeature,PHB; XPHB,true,true,,pending,
Padded Armor,baseitem,PHB; XPHB,true,true,,pending,
Painter's Supplies,baseitem,PHB; XPHB,true,true,,pending,
Paladin,class,PHB; XPHB,true,true,,pending,
Paladin Subclass,classFeature,XPHB,false,true,,pending,
Paladin's Smite,classFeature,XPHB,false,true,,pending,
Pale Tincture,item,DMG; XDMG,true,true,,pending,
Pan,deity,PHB,true,false,,pending,
Pan Flute,baseitem,PHB; XPHB,true,true,,pending,
Panther,monster,MM; XMM,true,true,,pending,
Paper,item,XPHB,false,true,,pending,
Paper (one sheet),item,PHB,true,false,,pending,
Paralyzed,condition,PHB; XPHB,true,true,,pending,
Parchment,item,XPHB,false,true,,pending,
Parchment (one sheet),item,PHB,true,false,,pending,
Pass without Trace,spell,PHB; XPHB,true,true,,pending,
Passive Perception,variantrule,XPHB,false,true,,pending,
Passwall,spell,PHB; XPHB,true,true,,pending,
Path feature,classFeature,PHB,true,false,,pending,
Path Feature,classFeature,PHB,true,false,,pending,
Path of the Berserker,subclass; subclassFeature,PHB; XPHB,true,true,,pending,
Patient Defense,classFeature,PHB; XPHB,true,true,,pending,
Pearl of Power,item,DMG; XDMG,true,true,,pending,
Peerless Skill,subclassFeature,PHB; XPHB,true,true,,pending,
Pegasus,monster,MM; XMM,true,true,,pending,
Pepper,item,PHB; XDMG,true,true,,pending,
Per Day,variantrule,XPHB,false,true,,pending,
Perception,skill,PHB; XPHB,true,true,,pending,
Perfect Focus,classFeature,XPHB,false,true,,pending,
Perfect Self,classFeature,PHB,true,false,,pending,
Performance,skill,PHB; XPHB,true,true,,pending,
Perfume,item,XPHB,false,true,,pending,
Perfume (vial),item,PHB,true,false,,pending,
Periapt of Health,item,DMG; XDMG,true,true,,pending,
Periapt of Proof against Poison,item,DMG; XDMG,true,true,,pending,
Periapt of Wound Closure,item,DMG; XDMG,true,true,,pending,
Persistent Rage,classFeature,PHB; XPHB,true,true,,pending,
Persuasion,skill,PHB; XPHB,true,true,,pending,
Petrified,condition,PHB; XPHB,true,true,,pending,
Phantasmal Force,spell,XPHB,false,true,,pending,
Phantasmal Killer,spell,PHB; XPHB,true,true,,pending,
Phantom Steed,spell,PHB; XPHB,true,true,,pending,
Phase Spider,monster,MM; XMM,true,true,,pending,
Philter of Love,item,DMG; XDMG,true,true,,pending,
Pig,item,PHB; XDMG,true,true,,pending,
Pike,baseitem,PHB; XPHB,true,true,,pending,
Pipes of Haunting,item,DMG; XDMG,true,true,,pending,
Pipes of the Sewers,item,DMG; XDMG,true,true,,pending,
Piranha,monster,XMM,false,true,,pending,
Pirate,monster,XMM,false,true,,pending,
Pirate Captain,monster,XMM,false,true,,pending,
Pistol,baseitem,XPHB,false,true,,pending,
Pit Fiend,monster,MM; XMM,true,true,,pending,
Pitcher,item,PHB,true,false,,pending,
Piton,item,PHB,true,false,,pending,
Pits,trap,DMG,true,false,,pending,
Planar Ally,spell,PHB; XPHB,true,true,,pending,
Planar Binding,spell,PHB; XPHB,true,true,,pending,
Plane Shift,spell,PHB; XPHB,true,true,,pending,
Planetar,monster,MM; XMM,true,true,,pending,
Plant Growth,spell,PHB; XPHB,true,true,,pending,
Plate Armor,baseitem,PHB; XPHB,true,true,,pending,
Plate Armor of Etherealness,item,DMG,true,false,,pending,
Platinum,item,PHB; XDMG,true,true,,pending,
Player Character,variantrule,XPHB,false,true,,pending,
Playing Card Set,item,PHB,true,false,,pending,
Playing Cards,item,XPHB,false,true,,pending,
Plesiosaurus,monster,MM; XMM,true,true,,pending,
Poison (Cost: 1d6),classFeature,XPHB,false,true,,pending,
Poison Darts,trap,DMG,true,false,,pending,
Poison Needle,trap,DMG,true,false,,pending,
Poison Spray,spell,PHB; XPHB,true,true,,pending,
Poisoned,condition,PHB; XPHB,true,true,,pending,
Poisoned Darts,trap,XDMG,false,true,,pending,
Poisoned Needle,trap,XDMG,false,true,,pending,
Poisoner's Kit,item,PHB; XPHB,true,true,,pending,
Poisonous Snake,monster,MM,true,false,,pending,
Polar Bear,monster,MM; XMM,true,true,,pending,
Pole,item,XPHB,false,true,,pending,
Pole (10-foot),item,PHB,true,false,,pending,
Polymorph,spell,PHB; XPHB,true,true,,pending,
Pony,item; monster,MM; PHB; XMM; XPHB,true,true,,pending,
Portable Hole,item,DMG; XDMG,true,true,,pending,
Portable Ram,item,PHB; XPHB,true,true,,pending,
Poseidon,deity,PHB,true,false,,pending,
Possession,variantrule,XPHB,false,true,,pending,
Potent Cantrip,subclassFeature,PHB; XPHB,true,true,,pending,
Potent Spellcasting,classFeature,XPHB,false,true,,pending,
Potion of Acid Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Animal Friendship,item,DMG; XDMG,true,true,,pending,
Potion of Clairvoyance,item,DMG; XDMG,true,true,,pending,
Potion of Climbing,item,DMG; XDMG,true,true,,pending,
Potion of Cloud Giant Strength,item,DMG; XDMG,true,true,,pending,
Potion of Cold Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Diminution,item,DMG; XDMG,true,true,,pending,
Potion of Fire Giant Strength,item,DMG; XDMG,true,true,,pending,
Potion of Fire Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Flying,item,DMG; XDMG,true,true,,pending,
Potion of Force Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Frost Giant Strength,item,DMG; XDMG,true,true,,pending,
Potion of Gaseous Form,item,DMG; XDMG,true,true,,pending,
Potion of Giant Strength,itemGroup,XDMG,false,true,,pending,
Potion of Greater Healing,item,DMG; XDMG,true,true,,pending,
Potion of Growth,item,DMG; XDMG,true,true,,pending,
Potion of Healing,item,DMG; XDMG,true,true,,pending,
Potion of Healing (*),itemGroup,DMG,true,false,,pending,
Potion of Heroism,item,DMG; XDMG,true,true,,pending,
Potion of Hill Giant Strength,item,DMG; XDMG,true,true,,pending,
Potion of Invisibility,item,DMG; XDMG,true,true,,pending,
Potion of Invulnerability,item,XDMG,false,true,,pending,
Potion of Lightning Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Longevity,item,XDMG,false,true,,pending,
Potion of Mind Reading,item,DMG; XDMG,true,true,,pending,
Potion of Necrotic Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Poison,item,DMG; XDMG,true,true,,pending,
Potion of Poison Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Psychic Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Radiant Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Resistance,itemGroup,XDMG,false,true,,pending,
Potion of Speed,item,DMG; XDMG,true,true,,pending,
Potion of Stone Giant Strength,item,DMG; XDMG,true,true,,pending,
Potion of Storm Giant Strength,item,DMG; XDMG,true,true,,pending,
Potion of Superior Healing,item,DMG; XDMG,true,true,,pending,
Potion of Supreme Healing,item,DMG; XDMG,true,true,,pending,
Potion of Thunder Resistance,item,DMG; XDMG,true,true,,pending,
Potion of Vitality,item,XDMG,false,true,,pending,
Potion of Water Breathing,item,DMG; XDMG,true,true,,pending,
Potions of Healing,itemGroup,XDMG,false,true,,pending,
Potter's Tools,baseitem,PHB; XPHB,true,true,,pending,
Pouch,item,PHB; XPHB,true,true,,pending,
Power Word Heal,spell,XPHB,false,true,,pending,
Power Word Kill,spell,PHB; XPHB,true,true,,pending,
Power Word Stun,spell,PHB; XPHB,true,true,,pending,
Prayer of Healing,spell,PHB; XPHB,true,true,,pending,
Precise Hunter,classFeature,XPHB,false,true,,pending,
Preserve Life,subclassFeature,XPHB,false,true,,pending,
Prestidigitation,spell,PHB; XPHB,true,true,,pending,
Priest,monster,MM; XMM,true,true,,pending,
Priest Acolyte,monster,XMM,false,true,,pending,
Priest and Two Acolytes,card,DMG,true,false,,pending,
Priest's Pack,item,PHB; XPHB,true,true,,pending,
Primal Champion,classFeature,PHB; XPHB,true,true,,pending,
Primal Knowledge,classFeature,XPHB,false,true,,pending,
Primal Order,classFeature,XPHB,false,true,,pending,
Primal Path,classFeature,PHB,true,false,,pending,
Primal Strike,classFeature,XPHB,false,true,,pending,
Primeval Awareness,classFeature,PHB,true,false,,pending,
Primordial,language,PHB; XPHB,true,true,,pending,
Prismatic Spray,spell,PHB; XPHB,true,true,,pending,
Prismatic Wall,spell,PHB; XPHB,true,true,,pending,
Produce Flame,spell,PHB; XPHB,true,true,,pending,
Proficiency,variantrule,XPHB,false,true,,pending,
Programmed Illusion,spell,PHB; XPHB,true,true,,pending,
Project Image,spell,PHB; XPHB,true,true,,pending,
Prone,condition,PHB; XPHB,true,true,,pending,
Protection,optionalfeature,PHB,true,false,,pending,
Protection from Energy,spell,PHB; XPHB,true,true,,pending,
Protection from Evil and Good,spell,PHB; XPHB,true,true,,pending,
Protection from Poison,spell,PHB; XPHB,true,true,,pending,
Protector,classFeature,XPHB,false,true,,pending,
Pseudodragon,monster,MM; XMM,true,true,,pending,
Psychic Gray Ooze,monster,XMM,false,true,,pending,
Ptah,deity,PHB,true,false,,pending,
Pteranodon,monster,XMM,false,true,,pending,
Purify Food and Drink,spell,PHB; XPHB,true,true,,pending,
Purity of Body,classFeature,PHB,true,false,,pending,
Purity of Spirit,subclassFeature,PHB,true,false,,pending,
Purple Worm,monster,MM; XMM,true,true,,pending,
Purple Worm Poison,item,DMG; XDMG,true,true,,pending,
Push,itemMastery,XPHB,false,true,,pending,
Puzzle,card,XDMG,false,true,,pending,
Quaal's Feather Token,itemGroup,XDMG,false,true,,pending,
"Quaal's Feather Token, Anchor",item,DMG; XDMG,true,true,,pending,
"Quaal's Feather Token, Bird",item,DMG; XDMG,true,true,,pending,
"Quaal's Feather Token, Fan",item,DMG; XDMG,true,true,,pending,
"Quaal's Feather Token, Swan Boat",item,DMG; XDMG,true,true,,pending,
"Quaal's Feather Token, Tree",item,DMG; XDMG,true,true,,pending,
"Quaal's Feather Token, Whip",item,DMG; XDMG,true,true,,pending,
Quarterstaff,baseitem,PHB; XPHB,true,true,,pending,
Quarterstaff of the Acrobat,item,XDMG,false,true,,pending,
Quasit,monster,MM; XMM,true,true,,pending,
Quickened Spell,optionalfeature,PHB; XPHB,true,true,,pending,
Quipper,monster,MM,true,false,,pending,
Quiver,item,PHB; XPHB,true,true,,pending,
Quiver of Ehlonna,item,DMG; XDMG,true,true,,pending,
Quivering Palm,subclassFeature,PHB; XPHB,true,true,,pending,
Radiant Strikes,classFeature,XPHB,false,true,,pending,
Rage,classFeature,PHB; XPHB,true,true,,pending,
Raise Dead,spell,PHB; XPHB,true,true,,pending,
Rakshasa,monster,MM; XMM,true,true,,pending,
Ranger,class,PHB; XPHB,true,true,,pending,
Ranger Archetype,classFeature,PHB,true,false,,pending,
Ranger Archetype feature,classFeature,PHB,true,false,,pending,
Ranger Subclass,classFeature,XPHB,false,true,,pending,
Rapier,baseitem,PHB; XPHB,true,true,,pending,
