book,context,english,zh_tw,status
VEoR,/data/4/entries/8/entries/5/entries/18/name,L17: Bridge,L17: 橋,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/18/entries/2/name,Broken Control Helmet,損壞的控制頭盔,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/19/name,L18: Collapsed Antigravity Well,L18: 塌陷的反重力井,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/20/name,L19: Muster Point,L19: 集結點,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/21/name,L20: War Room,L20: 戰爭室,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/21/entries/2/name,Treasure,寶藏,existing-site
VEoR,/data/4/entries/8/entries/5/entries/22/name,L21: Shoulders,L21: 肩膀,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/23/name,L22: Walkway,L22: 走道,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/24/name,L23: Holding Cells,L23: 拘留室,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/25/name,L24: Intake Chamber,L24: 進氣室,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/26/name,L25: Vault,L25: 金庫,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/27/name,L26: Throat,L26: 咽喉,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/28/name,L27: Weapons System,L27: 武器系統,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/29/name,L28: Graymatter Engine,L28: 灰質引擎,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/29/entries/3/name,Hidden Sentinels,隱藏的哨兵,project-proposed
VEoR,/data/4/entries/8/entries/5/entries/29/entries/4/name,Retrieving the Rod Piece,取回權杖部件,project-proposed
VEoR,/data/4/entries/8/entries/6/name,Graymatter Guardian,灰質守護者,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/4/name,Landro the Host,蘭德羅，主人,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/5/name,Sharing Secrets,分享秘密,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/5/entries/5/name,Secrets Revealed,秘密被揭露,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/6/name,The Engine's Aid,引擎的援助,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/7/name,Crystal Companion,水晶夥伴,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/8/name,Shutdown Sequence,關閉序列,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/8/entries/1/items/0/name,Antigravity Deactivated,反重力停用,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/8/entries/1/items/1/name,Barrier Dropped,屏障解除,project-proposed
VEoR,/data/4/entries/8/entries/6/entries/8/entries/1/items/2/name,Self-Destruct Initiated,自毀啟動,project-proposed
VEoR,/data/4/entries/9/name,Next Steps,下一步,project-proposed
VEoR,/data/5/name,Chapter 5: Death House,第5章：死亡之屋,project-proposed
VEoR,/data/5/entries/2/name,Running This Chapter,運作本章,project-proposed
VEoR,/data/5/entries/2/entries/3/name,Character Advancement,角色升級,existing-site
VEoR,/data/5/entries/2/entries/4/name,Power of Secrets,秘密的力量,project-proposed
VEoR,/data/5/entries/2/entries/4/entries/1/items/0/name,Sarusanda's Secret,薩魯桑達的秘密,project-proposed
VEoR,/data/5/entries/2/entries/5/name,Fourth Rod Piece,第四根法杖部件,project-proposed
VEoR,/data/5/entries/3/name,Barovia,巴洛維亞,project-proposed
VEoR,/data/5/entries/3/entries/2/name,Knowledge of Barovia,巴洛維亞的知識,project-proposed
VEoR,/data/5/entries/3/entries/2/entries/1/items/0/name,Domain of Dread,恐懼領域,project-proposed
VEoR,/data/5/entries/3/entries/2/entries/1/items/1/name,The Mists,迷霧,project-proposed
VEoR,/data/5/entries/3/entries/2/entries/1/items/2/name,Strahd the Vampire,施特拉德吸血鬼,project-proposed
VEoR,/data/5/entries/4/name,Arriving in Barovia,抵達巴羅維亞,project-proposed
VEoR,/data/5/entries/4/entries/5/name,Unwelcome Party,不受歡迎的聚會,project-proposed
VEoR,/data/5/entries/4/entries/6/name,The Ulmist Inquisition,烏爾米斯特審問局,project-proposed
VEoR,/data/5/entries/4/entries/6/entries/2/name,Sarusanda's Mission,薩魯桑達的任務,project-proposed
VEoR,/data/5/entries/4/entries/6/entries/3/name,Cultists in Death House,死亡之屋的邪教徒,project-proposed
VEoR,/data/5/entries/4/entries/6/entries/3/entries/1/name,Unexpected Discovery,意外發現,project-proposed
VEoR,/data/5/entries/4/entries/6/entries/4/name,Priests of Osybus,奧西布斯祭司,project-proposed
VEoR,/data/5/entries/4/entries/6/entries/5/name,Strahd Watches,施特拉德監視,project-proposed
VEoR,/data/5/entries/4/entries/6/entries/6/name,Sarusanda's Plan,薩魯桑達的計劃,project-proposed
VEoR,/data/5/entries/4/entries/7/name,Approaching Death House,接近死亡之屋,project-proposed
VEoR,/data/5/entries/4/entries/7/entries/6/name,Sarusanda Splits Off,薩魯桑達分開行動,project-proposed
VEoR,/data/5/entries/5/name,Death House,死亡之屋,project-proposed
VEoR,/data/5/entries/5/entries/1/name,Death House Objective,死亡之屋目標,project-proposed
VEoR,/data/5/entries/5/entries/2/name,Death House Encounters,死亡之屋遭遇,project-proposed
VEoR,/data/5/entries/5/entries/3/name,Meetings with Sarusanda,與薩魯桑達的會面,project-proposed
VEoR,/data/5/entries/5/entries/3/entries/1/name,Wounded Pride,受傷的自尊,project-proposed
VEoR,/data/5/entries/5/entries/3/entries/1/entries/2/name,Development,發展,project-proposed
VEoR,/data/5/entries/5/entries/3/entries/2/name,Séance,降神會,project-proposed
VEoR,/data/5/entries/5/entries/3/entries/2/entries/3/name,Interrogating the Skull,審問骷髏,project-proposed
VEoR,/data/5/entries/5/entries/3/entries/3/name,Crisis of Faith,信仰危機,project-proposed
VEoR,/data/5/entries/5/entries/3/entries/3/entries/4/name,Sarusanda's Secret,薩魯桑達的秘密,project-proposed
VEoR,/data/5/entries/5/entries/4/name,Death House Features,死亡之屋特點,project-proposed
VEoR,/data/5/entries/5/entries/4/entries/1/name,Ceilings,天花板,existing-site
VEoR,/data/5/entries/5/entries/4/entries/2/name,Haunted Doors,鬧鬼的門,project-proposed
VEoR,/data/5/entries/5/entries/4/entries/3/name,Lighting,光照,existing-site
VEoR,/data/5/entries/5/entries/4/entries/4/name,The Mists,迷霧,project-proposed
VEoR,/data/5/entries/5/entries/4/entries/5/name,Self-Repair,自我修復,project-proposed
VEoR,/data/5/entries/5/entries/4/entries/6/name,Walls,牆壁,project-proposed
VEoR,/data/5/entries/5/entries/5/name,Death House Locations,死亡之屋地點,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/2/name,D1a–D1b: Portico and Antechamber,D1a–D1b: 門廊和前廳,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/3/name,D2a–D2b: Main Hall and Cloakroom,D2a–D2b: 主廳和衣帽間,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/3/entries/2/name,Encounter,遭遇,existing-site
VEoR,/data/5/entries/5/entries/5/entries/4/name,D3: Den of Wolves,D3: 狼窩,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/4/entries/1/name,Trapdoor,活板門,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/5/name,D4a–D4b: Kitchen and Pantry,D4a–D4b: 廚房和食品儲藏室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/5/entries/2/name,Dumbwaiter,升降機,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/6/name,D5: Dining Room,D5: 餐廳,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/6/entries/2/name,Treasure,寶藏,existing-site
VEoR,/data/5/entries/5/entries/5/entries/7/name,D6: Upper Hall,D6: 上層大廳,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/8/name,D7a–D7b: Servants' Room and Closet,D7a-D7b: 僕人室和小儲藏室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/8/entries/2/name,Dumbwaiter,升降機,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/9/name,D8: Library,D8: 圖書館,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/9/entries/3/name,Encounter,遭遇,existing-site
VEoR,/data/5/entries/5/entries/5/entries/9/entries/4/name,Secret Door,暗門,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/10/name,D9: Secret Room,D9: 密室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/10/entries/1/name,Trapped Chest,陷阱寶箱,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/10/entries/2/name,Treasure,寶藏,existing-site
VEoR,/data/5/entries/5/entries/5/entries/11/name,D10: Conservatory,D10: 溫室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/11/entries/1/name,Encounter,遭遇,existing-site
VEoR,/data/5/entries/5/entries/5/entries/12/name,D11: Balcony,D11: 陽臺,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/12/entries/1/name,Secret Door,暗門,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/13/name,D12a–D12c: Master Suite,D12a–D12c: 主人套房,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/13/entries/2/name,Dumbwaiter,升降機,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/13/entries/3/name,Treasure,寶藏,existing-site
VEoR,/data/5/entries/5/entries/5/entries/14/name,D13: Bathroom,D13: 浴室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/15/name,D14: Storage Room,D14: 儲藏室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/16/name,D15a–D15c: Nursemaid's Suite,D15a–D15c: 保姆套房,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/16/entries/3/name,Encounter,遭遇,existing-site
VEoR,/data/5/entries/5/entries/5/entries/16/entries/4/name,Signs of Abduction,綁架跡象,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/16/entries/5/name,Secret Door,暗門,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/17/name,D16: Attic Hall,D16: 閣樓大廳,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/18/name,D17: Spare Bedroom,D17: 備用臥室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/19/name,D18: Storage Room,D18: 儲藏室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/19/entries/1/name,Secret Door,暗門,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/20/name,D19: Spare Bedroom,D19: 備用臥室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/21/name,D20: Children's Room,D20: 兒童房,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/21/entries/2/name,Encounter,遭遇,existing-site
VEoR,/data/5/entries/5/entries/5/entries/21/entries/3/name,Treasure,寶藏,existing-site
VEoR,/data/5/entries/5/entries/5/entries/22/name,D21: Secret Stairs,D21: 秘密樓梯,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/23/name,D22: Dungeon Level Access,D22: 地牢層入口,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/23/entries/1/name,Chanting,吟唱聲,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/24/name,D23c–D23f: Family Crypts,D23c–D23f: 家族墓穴,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/25/name,D24: Cult Initiates' Quarters,D24: 邪教新信徒宿舍,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/26/name,D25: Cultist Quarters and Well,D25: 邪教徒宿舍與井,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/26/entries/2/name,Encounter,遭遇,existing-site
VEoR,/data/5/entries/5/entries/5/entries/26/entries/3/name,Treasure,寶藏,existing-site
VEoR,/data/5/entries/5/entries/5/entries/27/name,D26: Hidden Spiked Pit,D26: 隱藏的尖刺坑,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/28/name,D27: Dining Hall,D27: 餐廳,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/29/name,D28: Larder,D28: 食品儲藏室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/30/name,D29: Intersection,D29: 交叉路口,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/31/name,D30: Stairs Down,D30: 向下樓梯,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/32/name,D31: Darklord's Shrine,D31: 黑暗領主的神龕,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/32/entries/2/name,Encounter,遭遇,existing-site
VEoR,/data/5/entries/5/entries/5/entries/32/entries/3/name,Secret Door,暗門,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/33/name,D32: Hidden Trapdoor,D32: 隱藏的活板門,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/34/name,D33: Cult Leaders' Den,D33: 邪教領袖的巢穴,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/35/name,D34: Cult Leaders' Quarters,D34: 邪教領袖的住處,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/36/name,D35: Reliquary,D35: 聖物室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/37/name,D36: Prison,D36: 監獄,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/37/entries/2/name,Secret Door,暗門,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/38/name,D37: Tunnel to Portcullis,D37: 通往吊閘的隧道,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/39/name,D38: Ritual Chamber,D38: 儀式室,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/39/entries/4/name,Cult's Ritual,邪教儀式,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/39/entries/5/name,Retrieving the Rod Piece,取回權杖部件,project-proposed
VEoR,/data/5/entries/5/entries/5/entries/39/entries/6/name,Development,發展,project-proposed
VEoR,/data/5/entries/5/entries/6/name,Sarusanda's Company,薩魯桑達的公司,project-proposed
VEoR,/data/5/entries/6/name,Strahd's Presence,施特拉德的存在,project-proposed
VEoR,/data/5/entries/6/entries/3/name,Haunted Zones,鬧鬼區域,project-proposed
VEoR,/data/5/entries/6/entries/3/entries/1/name,Entering a Haunted Zone,進入鬧鬼區域,project-proposed
VEoR,/data/5/entries/6/entries/3/entries/1/entries/3/name,Haunted Doorways,鬧鬼的門道,project-proposed
VEoR,/data/5/entries/6/entries/3/entries/2/name,Exiting a Haunted Zone,退出鬧鬼區域,project-proposed
VEoR,/data/5/entries/6/entries/3/entries/2/entries/1/name,Finding the Correct Exit,找到正確的出口,project-proposed
VEoR,/data/5/entries/6/entries/3/entries/2/entries/2/name,Leaving a Haunted Zone,離開鬧鬼區域,project-proposed
VEoR,/data/5/entries/6/entries/4/name,Death House Hauntings,死亡之屋的鬼魂現象,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/2/name,Castle Dining Hall,城堡餐廳,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/2/entries/3/name,Correct Exit,正確的出口,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/2/entries/4/name,Failed Exit,錯誤的出口,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/3/name,Endless Graveyard,無盡墓地,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/3/entries/2/name,Correct Exit,正確的出口,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/3/entries/3/name,Failed Exit,錯誤的出口,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/4/name,Ghostly Recital,幽靈般的朗誦,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/4/entries/3/name,Correct Exit,正確的出口,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/4/entries/4/name,Failed Exit,錯誤的出口,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/5/name,The Crying Room,哭泣之室,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/5/entries/3/name,Correct Exit,正確的出口,project-proposed
VEoR,/data/5/entries/6/entries/4/entries/5/entries/4/name,Failed Exit,錯誤的出口,project-proposed
VEoR,/data/5/entries/7/name,Leaving the House,離開房子,project-proposed
VEoR,/data/5/entries/7/entries/2/name,Reuniting with Sarusanda,與薩魯桑達重聚,project-proposed
VEoR,/data/5/entries/7/entries/3/name,Facing Strahd,面對施特拉德,project-proposed
VEoR,/data/5/entries/7/entries/3/entries/4/name,Sarusanda's Influence,薩魯桑達的影響,project-proposed
VEoR,/data/5/entries/7/entries/3/entries/4/entries/2/name,Sarusanda's Answer,薩魯桑達的回答,project-proposed
VEoR,/data/5/entries/8/name,Next Steps,下一步,project-proposed
VEoR,/data/6/name,Chapter 6: Night of Blue Fire,第6章：藍色火焰之夜,project-proposed
VEoR,/data/6/entries/2/name,Running This Chapter,運作本章,project-proposed
VEoR,/data/6/entries/2/entries/3/name,Character Advancement,角色升級,existing-site
VEoR,/data/6/entries/2/entries/4/name,Power of Secrets,秘密的力量,project-proposed
VEoR,/data/6/entries/2/entries/4/entries/1/items/0/name,Gazaia's Secret,加扎雅的秘密,project-proposed
VEoR,/data/6/entries/2/entries/4/entries/1/items/1/name,Valendar's Secret,瓦倫達爾的秘密,project-proposed
VEoR,/data/6/entries/2/entries/5/name,Fifth Rod Piece,第五根杆件,project-proposed
VEoR,/data/6/entries/3/name,Krynn,克萊恩,project-proposed
VEoR,/data/6/entries/3/entries/1/name,Knowledge of Krynn,克萊恩的知識,project-proposed
VEoR,/data/6/entries/3/entries/1/entries/1/items/0/name,Dragons of Krynn,克萊恩的龍,project-proposed
VEoR,/data/6/entries/3/entries/1/entries/1/items/1/name,Ruins of the Cataclysm,災變廢墟,project-proposed
VEoR,/data/6/entries/3/entries/1/entries/1/items/2/name,War Torn,飽受戰爭蹂躪,project-proposed
VEoR,/data/6/entries/4/name,Arriving on Krynn,抵達克萊恩,project-proposed
VEoR,/data/6/entries/5/name,The Peylon Tree,佩隆樹,project-proposed
VEoR,/data/6/entries/5/entries/3/name,Tree Features,樹的特徵,project-proposed
VEoR,/data/6/entries/5/entries/3/entries/1/items/0/name,Light,光線,existing-site
VEoR,/data/6/entries/5/entries/3/entries/1/items/1/name,Trunk,象鼻,existing-site
VEoR,/data/6/entries/5/entries/4/name,Peylon Tree Locations,佩隆樹位置,project-proposed
VEoR,/data/6/entries/5/entries/4/entries/2/name,P1: Rotted Roots,P1: 腐爛的根,project-proposed
VEoR,/data/6/entries/5/entries/4/entries/2/entries/2/name,Alternative Entrance,替代入口,project-proposed
VEoR,/data/6/entries/5/entries/4/entries/3/name,P2: Hollow,P2: 空洞,project-proposed
VEoR,/data/6/entries/5/entries/4/entries/3/entries/3/name,Grotto Entrance,洞穴入口,project-proposed
VEoR,/data/6/entries/5/entries/4/entries/4/name,P3: Ledge,P3: 巖架,project-proposed
VEoR,/data/6/entries/5/entries/4/entries/4/entries/5/name,What the Treant Knows,樹精所知,project-proposed
VEoR,/data/6/entries/5/entries/4/entries/5/name,P4: Grotto,P4: 巖洞,project-proposed
VEoR,/data/6/entries/5/entries/4/entries/5/entries/3/name,Riffel's Quest,裡費爾的任務,project-proposed
VEoR,/data/6/entries/5/entries/5/name,The Deadbark Dryad,枯皮樹精,project-proposed
VEoR,/data/6/entries/5/entries/5/entries/1/entries/0/name,The Last Peylon Fruit,最後的佩隆果,project-proposed
VEoR,/data/6/entries/5/entries/5/entries/1/entries/0/entries/1/name,Kender,坎德人,existing-site
VEoR,/data/6/entries/5/entries/5/entries/2/name,Bargaining with Gazaia,與加扎雅討價還價,project-proposed
VEoR,/data/6/entries/5/entries/5/entries/2/entries/1/items/0/name,Corruption of Soth,索思的墮落,project-proposed
VEoR,/data/6/entries/5/entries/5/entries/2/entries/1/items/1/name,Gazaia's Anger,加扎雅的憤怒,project-proposed
VEoR,/data/6/entries/5/entries/5/entries/2/entries/1/items/2/name,Gazaia's Secret,加扎雅的秘密,project-proposed
VEoR,/data/6/entries/5/entries/5/entries/3/name,Gazaia's Death,加扎雅之死,project-proposed
VEoR,/data/6/entries/5/entries/6/name,Leaving the Peylon Tree,離開佩隆樹,project-proposed
VEoR,/data/6/entries/6/name,Bittergrass Fen,苦草沼澤,project-proposed
VEoR,/data/6/entries/6/entries/1/name,Journey to Bittergrass Fen,前往苦草沼澤的旅程,project-proposed
VEoR,/data/6/entries/6/entries/1/entries/1/items/0/name,Teremini's Vault,特雷米尼的金庫,project-proposed
VEoR,/data/6/entries/6/entries/1/entries/1/items/1/name,The Stolen Shard,被盜的碎片,project-proposed
VEoR,/data/6/entries/6/entries/1/entries/1/items/2/name,The Blue Fire Wardens,藍火守衛者,project-proposed
VEoR,/data/6/entries/6/entries/2/name,Approaching the Fen,接近沼澤,project-proposed
VEoR,/data/6/entries/6/entries/3/name,Distracting the Borthak,分散博薩克的注意力,project-proposed
VEoR,/data/6/entries/6/entries/4/name,Bittergrass Fen Features,苦草沼澤特徵,project-proposed
VEoR,/data/6/entries/6/entries/4/entries/1/items/0/name,Floating Boulders,漂浮巨石,project-proposed
VEoR,/data/6/entries/6/entries/4/entries/1/items/1/name,Muddy Bank,泥濘的河岸,project-proposed
VEoR,/data/6/entries/6/entries/5/name,Escaping the Fen,逃離沼澤,project-proposed
VEoR,/data/6/entries/7/name,The Blue Fire Wardens,藍火守衛者,project-proposed
VEoR,/data/6/entries/7/entries/2/items/0/name,Blue Fire Attack,藍火攻擊,project-proposed
VEoR,/data/6/entries/7/entries/2/items/1/name,Mage's Ritual,法師的儀式,project-proposed
VEoR,/data/6/entries/7/entries/2/items/2/name,Stopping the Ritual,停止儀式,project-proposed
VEoR,/data/6/entries/7/entries/3/name,Wardens' Aid,守衛者的幫助,project-proposed
VEoR,/data/6/entries/8/name,Three Moons Vault,三月亮金庫,project-proposed
VEoR,/data/6/entries/8/entries/3/name,Teremini Nightsedge,特雷米尼·奈特斯吉德,existing-site
VEoR,/data/6/entries/8/entries/4/name,The Characters' Goals,角色們的目標,project-proposed
VEoR,/data/6/entries/8/entries/4/entries/1/name,Rescue Valendar,救援瓦倫達爾,project-proposed
VEoR,/data/6/entries/8/entries/4/entries/2/name,Stop Teremini's Ritual,停止特雷米尼的儀式,project-proposed
VEoR,/data/6/entries/8/entries/4/entries/3/name,Get the Rod Piece,獲取法杖碎片,project-proposed
VEoR,/data/6/entries/8/entries/5/name,Environmental Effects,環境效應,project-proposed
VEoR,/data/6/entries/8/entries/5/entries/1/name,Forced Transformation,強制變形,project-proposed
VEoR,/data/6/entries/8/entries/5/entries/2/name,Reduced Gravity,低重力,project-proposed
VEoR,/data/6/entries/8/entries/6/name,Entering the Vault,進入儲藏室,project-proposed
VEoR,/data/6/entries/8/entries/7/name,Vault Features,寶庫特點,project-proposed
VEoR,/data/6/entries/8/entries/7/entries/1/name,Ceilings,天花板,existing-site
VEoR,/data/6/entries/8/entries/7/entries/2/name,Doors,門,existing-site
VEoR,/data/6/entries/8/entries/7/entries/3/name,Lighting,光照,existing-site
VEoR,/data/6/entries/8/entries/7/entries/4/name,Moonlight Mirrors,月光鏡,project-proposed
VEoR,/data/6/entries/8/entries/8/name,Vault Locations,金庫位置,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/2/name,V1: Entrance,V1: 入口,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/2/entries/3/name,Trapped Doorway,陷阱門道,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/3/name,V2: Anteroom,V2: 前廳,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/3/entries/2/name,Treasure,寶藏,existing-site
VEoR,/data/6/entries/8/entries/8/entries/4/name,V3: Escape Tunnel,V3: 逃生隧道,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/5/name,V4: Halls,V4: 廳堂,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/5/entries/2/name,Raising the Alarm,拉響警報,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/6/name,V5: Scrying Chamber,V5: 窺視室,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/6/entries/1/name,Scrying Sphere,水晶球,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/7/name,V6: Empty Cells,V6: 空牢房,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/name,V7: Valendar's Cell,V7: 瓦倫達爾的牢房,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/entries/3/name,Red Moonlight Mirror,紅月光鏡,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/entries/4/name,Saving Valendar,拯救瓦倫達爾,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/entries/5/name,What Valendar Knows,瓦倫達爾所知道的,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/entries/5/entries/2/items/0/name,General Layout,通常佈局,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/entries/5/entries/2/items/1/name,Lunariums and Crystals,月石和水晶,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/entries/5/entries/2/items/2/name,Magic Balance,魔法平衡,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/entries/5/entries/2/items/3/name,Moonlight Mirrors,月光鏡,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/8/entries/6/name,Valendar's Secret,瓦倫達爾的秘密,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/9/name,V8: Garrison,V8: 衛戍區,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/10/name,V9: Winding Staircase,V9: 螺旋樓梯,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/11/name,V10: Trapped Black Rose Bearer,V10: 被困的黑玫瑰使者,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/12/name,V11: Vault Access,V11: 金庫入口,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/13/name,V12: Treasure Vaults,V12: 寶藏庫,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/13/entries/1/name,V12a: Treasures,V12a: 寶藏,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/13/entries/2/name,V12b: Guardian Chamber,V12b: 守衛室,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/13/entries/3/name,V12c: Empty Vault,V12c: 空金庫,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/13/entries/4/name,V12d: Leader's Gear,V12d: 領袖裝備,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/14/name,V13: Ruined Vault,V13: 毀壞的金庫,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/15/name,V14: Flooded Basement,V14: 水淹地下室,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/16/name,V15: Lunar Shrine,V15: 月神殿,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/16/entries/2/name,White Moonlight Mirror,白月光鏡,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/16/entries/3/name,Shrine's Guardian,神殿的守衛,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/16/entries/3/entries/2/items/0/name,Position of the Moons,月亮的位置,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/16/entries/3/entries/2/items/1/name,Stairwell Passphrase,樓梯井口令,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/17/name,V16: Locked Stairwell,V16: 鎖住的樓梯間,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/18/name,V17: White Tower Ruins,V17: 白塔遺蹟,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/19/name,V18: Veteran Camp,V18: 老兵營地,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/20/name,V19: White Tower Lookout,V19: 白塔瞭望臺,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/21/name,V20: Ruined Shrine,V20: 廢墟神龕,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/21/entries/2/name,White Moonlight Mirror,白月光鏡,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/22/name,V21: Drawbridge,V21: 吊橋,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/22/entries/2/name,Drawbridge,吊橋,project-proposed
VEoR,/data/6/entries/8/entries/8/entries/22/entries/3/name,Moat,護城河,project-proposed
