english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
L28: Graymatter Engine,L28: 灰質引擎,draft-heading-proposed,heading-only,VEoR,88,data/4/entries/8/entries/5/entries/29/name,1,L28: Graymatter Engine,L28: 灰質引擎
L2: Cave Graveyard,L2: 洞穴墓地,draft-heading-proposed,heading-only,VEoR,83,data/4/entries/8/entries/5/entries/3/name,1,L2: Cave Graveyard,L2: 洞穴墓地
L3: Cave Shack,L3: 山洞小屋,draft-heading-proposed,heading-only,VEoR,83,data/4/entries/8/entries/5/entries/4/name,1,L3: Cave Shack,L3: 山洞小屋
L4: Bottleneck,L4: 瓶頸,draft-heading-proposed,heading-only,VEoR,83,data/4/entries/8/entries/5/entries/5/name,1,L4: Bottleneck,L4: 瓶頸
L5: Right Foot,L5: 右腳,draft-heading-proposed,heading-only,VEoR,83,data/4/entries/8/entries/5/entries/6/name,1,L5: Right Foot,L5: 右腳
L6: Left Foot,L6: 左腳,draft-heading-proposed,heading-only,VEoR,83,data/4/entries/8/entries/5/entries/7/name,1,L6: Left Foot,L6: 左腳
L7: Leg Shafts,L7: 腿部通道,draft-heading-proposed,heading-only,VEoR,83,data/4/entries/8/entries/5/entries/8/name,1,L7: Leg Shafts,L7: 腿部通道
L8: Armory,L8: 軍械庫,draft-heading-proposed,heading-only,VEoR,85,data/4/entries/8/entries/5/entries/9/name,1,L8: Armory,L8: 軍械庫
L9: Blocked Antigravity Well,L9: 阻塞的反重力井,draft-heading-proposed,heading-only,VEoR,85,data/4/entries/8/entries/5/entries/10/name,1,L9: Blocked Antigravity Well,L9: 阻塞的反重力井
Lady of Pain,痛苦女士,project-proposed,canonical-name,VEoR,38,data/2/entries/5/entries/1,3,"Alustriel magically fused the portal in her sanctum with a {@item Well of Many Worlds}, destroying the magic item in the process. As a result, the portal now leads to numerous locations throughout the multiverse. Further, the portal reacts to magic items and artifacts, allowing those who carry such objects to step through the portal to the exact places they wish to travel. Alustriel carefully maintains the sanctum's secrecy, bringing guests here only after first meeting them in a neutral location. So far, either her portal's strange teleportation properties have gone unnoticed by Sigil's Lady of Pain and her agents, or the Lady of Pain is allowing the portal to function this way for reasons of her own.",
Lady's College,女士學院,project-proposed,canonical-name,VEoR,241,data/13/entries/2/entries/4/entries/1,1,"Nowhere are Alustriel and her deeds better known than in the Silver Marches and its capital, Silverymoon. Alustriel ruled Silverymoon for centuries, once disguised as a wizard named Elué Dualen and then later in her true form. She helped create Silverymoon's famous Moonbridge and co-founded the Lady's College, the first school in Faerûn for mages as students rather than as apprentices in service.",淑妮學院
Lambent Zenith,輝耀天頂號,project-proposed,matching-English-source-string-only,VEoR,10,data/0/entries/8/entries/4/entries/0,50,{@adventure Chapter 3|VEoR|3} takes place on the Astral Plane. The characters learn that the second rod piece is in the wreckage of a spelljamming ship called the {@i Lambent Zenith}. The ship was carrying the piece when it crashed into a dying god's body adrift on the Astral Sea. The characters soon discover that a dragon-like creature devoured the piece and retreated into the heart of the god. The characters must confront the creature and retrieve the rod piece.,明亮頂點號;明亮頂點;朗伯頂峰號;蘭本特天頂號
Lambent Zenith Locations,光輝頂點號地點,draft-heading-proposed,heading-only,VEoR,60,data/3/entries/6/entries/11/name,1,Lambent Zenith Locations,光輝頂點號地點
Landro,蘭德羅,project-proposed,matching-English-source-string-only,VEoR,10,data/0/entries/8/entries/5/entries/0,104,"{@adventure Chapter 4|VEoR|4} takes place on the continent of Khorvaire in the world of Eberron. The characters learn that the third rod piece is located in the Mournland, a magical wasteland. Eventually, the characters discover that the piece is located within an enormous, deactivated construct called Landro. The characters must navigate this colossus and retrieve the rod piece from Landro's engine room.",蘭卓;藍沼地
Landro Features,蘭德羅特徵,draft-heading-proposed,heading-only,VEoR,81,data/4/entries/8/entries/3/entries/0,2,"The invisible barrier described in the ""Landro Features"" section below makes it impossible to enter the colossus via typical means. The barrier is damaged in three places, allowing ingress via paths along Mount Ironrot into {@area areas L5|1da|x}, {@area L11|1e7|x}, and {@area L16|1f4|x} of the colossus. {@adventure Map 4.3|VEoR|4|Map 4.3: Landro} includes a side view of Landro and the paths that lead into the colossus's interior.",蘭德羅特徵
Landro Locations,蘭德羅地點,draft-heading-proposed,heading-only,VEoR,82,data/4/entries/8/entries/5/name,1,Landro Locations,蘭德羅地點
Landro the Host,蘭德羅，主人,draft-heading-proposed,heading-only,VEoR,89,data/4/entries/8/entries/6/entries/4/name,1,Landro the Host,蘭德羅，主人
Last Voyage,最後的航行,draft-heading-proposed,heading-only,VEoR,57,data/3/name,2,Chapter 3: The Lambent Zenith's Last Voyage,最後的航行
Last War,終末戰爭,project-proposed,matching-English-source-string-only,VEoR,73,data/4/entries/1,6,"Searching for the {@item Rod of Seven Parts|VEoR|third piece} of the {@item Rod of Seven Parts|VEoR} takes the characters to the continent of Khorvaire on Eberron. The scars of the Last War are still fresh on Khorvaire. Nowhere is this truer than in the Mournland, a once-glorious nation destroyed during the apocalyptic Day of Mourning. Here, the characters must search for the next piece of the rod.",最後之戰;上一次戰爭
Laysa's Goals,萊莎的目標,draft-heading-proposed,heading-only,VEoR,132,data/7/entries/4/entries/3/entries/3/name,1,Laysa's Goals,萊莎的目標
Lead Chest,鉛製箱子,draft-heading-proposed,heading-only,VEoR,140,data/7/entries/5/entries/3/entries/12/entries/2/items/2/name,2,Lead Chest,鉛製箱子
Lead Designer:,首席設計師：,draft-heading-proposed,heading-only,VNotEE,,data/0/entries/8/entries/0/entries/0/items/0/items/0/name,2,Lead Designer:,首席設計師：
Lead Editor:,主編：,draft-heading-proposed,heading-only,VEoR,,data/15/entries/0/items/4/name,1,Lead Editor:,主編：
Lead Graphic Designer:,首席平面設計師：,draft-heading-proposed,heading-only,VEoR,,data/15/entries/0/items/6/name,1,Lead Graphic Designer:,首席平面設計師：
Learning Secrets,學習秘密,draft-heading-proposed,heading-only,VEoR,14,data/0/entries/11/entries/3/name,1,Learning Secrets,學習秘密
Leaving a Haunted Zone,離開鬧鬼區域,draft-heading-proposed,heading-only,VEoR,107,data/5/entries/6/entries/3/entries/2/entries/2/name,1,Leaving a Haunted Zone,離開鬧鬼區域
Leaving the House,離開房子,draft-heading-proposed,heading-only,VEoR,96,data/5/entries/5/entries/0,4,"Before the characters enter Death House, make sure the players understand their goals. The characters can't leave until they encounter {@creature Strahd, Master of Death House|VEoR|Strahd von Zarovich}, as described in the ""{@area Leaving the House|2b9|x}"" section later in this chapter.",離開房子
Leaving the Peylon Tree,離開佩隆樹,draft-heading-proposed,heading-only,VEoR,115,data/6/entries/5/entries/6/name,1,Leaving the Peylon Tree,離開佩隆樹
Legends,傳說,draft-heading-proposed,heading-only,VEoR,131,data/7/entries/3/entries/1/entries/1/items/3/name,2,Legends,傳說
Light,光線,draft-heading-proposed,heading-only,VNotEE,,data/0/entries/5/entries/1/entries/0,82,An anguished scream erupts from a nearby alley. The sound comes from a slender human woman clad in the light leather armor of a scout or investigator. Clutched in her arms is the dead body of a human man clad in a tattered gray robe. The man and woman bear a striking resemblance to each other.,光線
Lighting,光照,existing-site,canonical-name,VEoR,19,data/1/entries/6/entries/1/entries/4/name,18,Lighting,光照
Lightly Obscured,輕度遮蔽,existing-site,heading-only,VEoR,75,data/4/entries/6/entries/2/entries/1/entries/1/items/1/name,2,Lightly Obscured,輕度遮蔽
Limited Teleportation,有限傳送,draft-heading-proposed,heading-only,VEoR,200,data/11/entries/8/entries/1/entries/4/name,1,Limited Teleportation,有限傳送
Link to Vecna,與維克那的聯絡,draft-heading-proposed,heading-only,VEoR,9,data/0/entries/8/entries/1/items/1/entry,3,"In {@adventure chapter 2|VEoR|2}, the characters' link to Vecna shunts them to Sigil when powerful spellcasters botch a {@spell Wish} spell to stop the lich. The characters are asked to retrieve the pieces of the {@item Rod of Seven Parts|VEoR}, as detailed in chapters 2 through 8.",與維克那的聯絡
Linked to Vecna,與維克那相連,draft-heading-proposed,heading-only,VEoR,15,data/0/entries/11/entries/4/name,4,Linked to Vecna,與維克那相連
Locating the Manifested Secret,定位顯現的秘密,draft-heading-proposed,heading-only,VEoR,192,data/11/entries/4/entries/1/entries/2/entries/1/name,1,Locating the Manifested Secret,定位顯現的秘密
Location of the Rod Piece,杆件的位置,draft-heading-proposed,heading-only,VEoR,68,data/3/entries/6/entries/11/entries/16/entries/4/entries/2/items/0/name,1,Location of the Rod Piece,杆件的位置
Logbook,航海日誌,draft-heading-proposed,heading-only,VEoR,126,data/6/entries/8/entries/8/entries/32/entries/3/name,2,Logbook,航海日誌
Lolth,羅絲,existing-site,matching-English-source-string-only,VEoR,10,data/0/entries/7/entries/5/entries/1/entries/1/rows/0/4,98,A covert base of Lolth worshipers,洛斯;洛思;洛絲
Lolth the Spider Queen,洛斯，蜘蛛女王,draft-heading-proposed,heading-only,VEoR,245,data/13/entries/4/name,1,Lolth the Spider Queen,洛斯，蜘蛛女王
Lonely Family,孤獨的家族,draft-heading-proposed,heading-only,VEoR,33,data/1/entries/8/entries/2/entries/3/entries/5/entries/1/items/1/name,1,Lonely Family,孤獨的家族
Lord Nasher Alagondar,納舍爾·阿拉貢達爾領主,project-proposed,canonical-name,VEoR,27,data/1/entries/6/entries/2/entries/21/entries/5/entries/0,1,"Indrina collected information from skilled genealogists and assembled proof that Lord Neverember isn't descended from Neverwinter's great hero, Lord Nasher Alagondar, as he claims. Indrina assumes Lord Neverember wants to silence her for what she's discovered.",
Lord Soth,索思爵士,existing-site,heading-only,VEoR,11,data/0/entries/8/entries/7/entries/0,29,"{@adventure Chapter 6|VEoR|6} takes place on the world of Krynn. The characters believe the fifth rod piece is inside a gigantic tree, but with the help of good-aligned werewolves, they learn that an evil group loyal to the mighty warlord Lord Soth took the piece to a complex called Three Moons Vault. The characters must infiltrate the complex and retrieve the rod piece, perhaps freeing a resistance leader in the process.",索思爵士
Lord of Blades' Strike Squad,刀鋒領主的突擊隊,draft-heading-proposed,heading-only,VEoR,80,data/4/entries/8/entries/2/name,1,Lord of Blades' Strike Squad,刀鋒領主的突擊隊
Lower-Level and Higher-Level Characters,低等級和高等級角色,draft-heading-proposed,heading-only,VEoR,17,data/1/entries/4/entries/1/entries/0,2,"The characters should be 10th level when this chapter begins; see the ""{@area Lower-Level and Higher-Level Characters|032|x}"" sidebar for accommodating characters of other levels. If the characters are 10th level or below, they gain a level after returning to Neverwinter from Evernight.",低等級和高等級角色
Lunar Crystals,月晶石,draft-heading-proposed,heading-only,VEoR,122,data/6/entries/8/entries/8/entries/8/entries/5/entries/2/items/2/entry,5,"Krynn's moons represent a delicate balance of magical power, and Teremini's ritual relies on this balance. If the lunar crystals' magic is unbalanced, the ritual will be stopped.",月晶石
Lunariums and Crystals,月石和水晶,draft-heading-proposed,heading-only,VEoR,122,data/6/entries/8/entries/8/entries/8/entries/5/entries/2/items/1/name,1,Lunariums and Crystals,月石和水晶
Luxe Reawakening (Costs 450 Talons),豪華覺醒（花費450爪幣）,draft-heading-proposed,heading-only,VEoR,166,data/8/entries/7/entries/4/entries/4/entries/2/items/1/name,1,Luxe Reawakening (Costs 450 Talons),豪華覺醒（花費450爪幣）
Lying,撒謊,draft-heading-proposed,heading-only,VEoR,7,data/0/entries/7/entries/4/entries/5,4,"Despite looking identical to Mordenkainen, Kas has no significant magical power. This lack sabotages the {@i Wish} spell exactly as the warlord hoped, allowing him to suggest an alternate course of action: reassemble the artifact called the {@item Rod of Seven Parts|VEoR} and use it to defeat Vecna instead. Kas is lying; he wants the rod only for his own selfish ends.",撒謊
Maaltok,馬爾托克,project-proposed,matching-English-source-string-only,VEoR,51,data/2/entries/10/entries/6/entries/6/entries/1,7,"The creature is a {@creature nalfeshnee} named Maaltok, the guardian and keeper of the prison cells (areas W6a–W6d). Sometime in the last few decades, Maaltok switched allegiance from Graz'zt to Lolth. Since he is a recent recruit, Maaltok's yochlol handlers assigned him guard duty, which he performs grudgingly.",瑪爾托克
Made an Example,樹立了榜樣,draft-heading-proposed,heading-only,VEoR,28,data/1/entries/6/entries/2/entries/24/entries/2/name,1,Made an Example,樹立了榜樣
Mage's Ritual,法師的儀式,draft-heading-proposed,heading-only,VEoR,116,data/6/entries/7/entries/2/items/1/name,1,Mage's Ritual,法師的儀式
Magic Balance,魔法平衡,draft-heading-proposed,heading-only,VEoR,122,data/6/entries/8/entries/8/entries/8/entries/5/entries/2/items/2/name,1,Magic Balance,魔法平衡
Magic Items,魔法物品,existing-site,heading-only,VEoR,12,data/0/entries/9/entries/5,13,Spells and equipment mentioned in the adventure are described in the {@book Player's Handbook|PHB}. Magic items not described in the adventure's text are described in the {@book Dungeon Master's Guide|DMG}.,魔法物品
Magic Ring,魔法戒指,existing-site,heading-only,VEoR,76,data/4/entries/6/entries/3/entries/6/entries/6/entries/1/items/2/name,2,Magic Ring,魔法戒指
Magic in the Sanctum,聖所中的魔法,draft-heading-proposed,heading-only,VEoR,39,data/2/entries/5/entries/2/name,2,Magic in the Sanctum,聖所中的魔法
Making a Skiff,製作木筏,draft-heading-proposed,heading-only,VNotEE,,data/0/entries/6/entries/5/entries/3/entries/2/name,1,Making a Skiff,製作木筏
Makubli,馬庫布利,project-proposed,matching-English-source-string-only,VEoR,49,data/2/entries/10/entries/6/entries/3/entries/1,9,"Two agents of Lolth have come to pray at this shrine. They are Makubli Khee, a chaotic evil, hobgoblin {@creature assassin}, and Torkner Ironteeth, a chaotic evil, duergar {@creature mage}. Because they're engrossed in their prayers, Makubli and Torkner don't notice the characters unless a member of the party deliberately hails them or the characters have a light source.",馬克布利;馬庫布里
Makubli and Torkner,馬克布利和托克納,draft-heading-proposed,heading-only,VEoR,49,data/2/entries/10/entries/6/entries/3/entries/1,5,"Two agents of Lolth have come to pray at this shrine. They are Makubli Khee, a chaotic evil, hobgoblin {@creature assassin}, and Torkner Ironteeth, a chaotic evil, duergar {@creature mage}. Because they're engrossed in their prayers, Makubli and Torkner don't notice the characters unless a member of the party deliberately hails them or the characters have a light source.",馬克布利和托克納
Malaina,瑪萊娜,project-proposed,canonical-name,VEoR,41,data/2/entries/5/entries/4/entries/6/entries/1,29,"Area S5 is the bedroom of Alustriel and her wife, Malaina van Talstiv. A retired adventurer, Malaina is a neutral good human who uses the {@creature assassin} stat block. Malaina is meeting with associates to thwart a scheme against Waterdeep when the characters arrive. When the characters return, Malaina speaks with them (see the ""{@area Next Steps|134|x}"" section at the end of this chapter).",
Malaina's Mistrust,瑪萊娜的不信任,draft-heading-proposed,heading-only,VEoR,169,data/9/entries/3/entries/4/entries/1/items/0/entry,2,"Alustriel's wife was suspicious of Mordenkainen since he arrived in the sanctum, but she said nothing to Alustriel, Tasha, or the characters. The characters can learn this secret in the ""{@area Malaina's Mistrust|473|x}"" section later in this chapter.",瑪萊娜的不信任
Malaina's Secret,瑪萊娜的秘密,draft-heading-proposed,heading-only,VEoR,169,data/9/entries/3/entries/4/entries/1/items/0/name,2,Malaina's Secret,瑪萊娜的秘密
Managing Editor:,主編：,draft-heading-proposed,heading-only,VEoR,,data/15/entries/0/items/23/name,1,Managing Editor:,主編：
Manifested Secret,顯現的秘密,draft-heading-proposed,heading-only,VEoR,191,data/11/entries/3/entries/2/items/1/entry,18,"Each of Vecna's three demiplanes is an ""unreality"" constructed from a specific secret. The secret is represented by a unique item in the unreality called a ""manifested secret."" Alustriel and Tasha don't know the details of these manifested secrets, but they assume the items appear as important objects and bear the lich-god's symbol: a shriveled hand clutching an eye. To dismantle an unreality, a character must find its manifested secret, touch the item to focus the power of their Vecna's Link into it, and infuse the item with potent magic from an artifact such as the {@item Rod of Seven Parts|VEoR} or a high-level spell. (See the ""{@area Dismantling an Unreality|4e1|x}"" section for more information.)",顯現的秘密
Manifested Secrets,顯現的秘密,draft-heading-proposed,heading-only,VEoR,191,data/11/entries/3/entries/2/items/1/entry,2,"Each of Vecna's three demiplanes is an ""unreality"" constructed from a specific secret. The secret is represented by a unique item in the unreality called a ""manifested secret."" Alustriel and Tasha don't know the details of these manifested secrets, but they assume the items appear as important objects and bear the lich-god's symbol: a shriveled hand clutching an eye. To dismantle an unreality, a character must find its manifested secret, touch the item to focus the power of their Vecna's Link into it, and infuse the item with potent magic from an artifact such as the {@item Rod of Seven Parts|VEoR} or a high-level spell. (See the ""{@area Dismantling an Unreality|4e1|x}"" section for more information.)",顯現的秘密
Manipulation in Motion,操縱在行動,draft-heading-proposed,heading-only,VEoR,42,data/2/entries/7/entries/1/name,1,Manipulation in Motion,操縱在行動
Marian,瑪莉安,project-proposed,matching-English-source-string-only,VEoR,131,data/7/entries/2/entries/4/entries/1/items/0/name,15,Marian's Secret,瑪麗安
Marian Xavere,瑪莉安·澤維爾,project-proposed,canonical-name,VEoR,131,data/7/entries/2/entries/4/entries/1/items/0/entry,4,"Marian Xavere, one of the archaeologists, holds a lifelong fascination with Acererak and the archlich's evil magic, and she was previously tempted to study necromancy. See the ""{@area Archaeologist Camp|37b|x}"" section later in this chapter for more information.",
"Marian Xavere, Resident Mage",Marian Xavere，常駐法師,draft-heading-proposed,heading-only,VEoR,134,data/7/entries/4/entries/3/entries/5/name,1,"Marian Xavere, Resident Mage",Marian Xavere，常駐法師
Marian's Secret,瑪麗安的秘密,draft-heading-proposed,heading-only,VEoR,131,data/7/entries/2/entries/4/entries/1/items/0/name,2,Marian's Secret,瑪麗安的秘密
Market Clientele,市場顧客,draft-heading-proposed,heading-only,VEoR,31,data/1/entries/7/entries/6/entries/3/name,1,Market Clientele,市場顧客
Mask Door,面具門,draft-heading-proposed,heading-only,VEoR,143,data/7/entries/5/entries/3/entries/19/entries/2/name,1,Mask Door,面具門
Masking Chittering,遮蔽的啁啾聲,draft-heading-proposed,heading-only,VEoR,179,data/10/entries/5/entries/5/entries/3/name,1,Masking Chittering,遮蔽的啁啾聲
Maszundrin,馬茲恩德林,project-proposed,canonical-name,VEoR,28,data/1/entries/6/entries/2/entries/26/entries/2,2,"The cult's leader is a neutral evil, human {@creature necromancer wizard|MPMM} (see {@adventure appendix A|VEoR|12}) named Jerot Galgin. A loyal {@creature nothic} assistant named Maszundrin never leaves Jerot's side. A devotee of Vecna, Maszundrin learned Common while lurking in the catacombs for decades and considers the cultists vital servants of the lich-god.",
Maximum Pressure,最大壓力,draft-heading-proposed,heading-only,VEoR,22,data/1/entries/6/entries/2/entries/9/entries/4/name,3,Maximum Pressure,最大壓力
Maze,迷宮術,draft-heading-proposed,heading-only,VEoR,131,data/7/entries/1,27,"Retrieving the sixth piece of the {@item Rod of Seven Parts|VEoR} leads the characters to a chain of tropical islands on the world of Oerth. There, the party must plumb the depths of a deadly complex called the Tomb of Wayward Souls, which was built to lure in and slay treasure-seekers. This labyrinthine maze of deadly traps was crafted by the diabolical archlich Acererak, who takes perverse pleasure in littering his dungeons with the bones of defeated adventurers.",迷宮術
Maze Features,迷宮特性,draft-heading-proposed,heading-only,VEoR,163,data/8/entries/6/entries/4/entries/5/name,1,Maze Features,迷宮特性
Meeting Laysa Matulin,遇見萊莎·馬圖林,draft-heading-proposed,heading-only,VEoR,132,data/7/entries/4/entries/2/entries/5/name,1,Meeting Laysa Matulin,遇見萊莎·馬圖林
Meeting Naxa,與Naxa會面,draft-heading-proposed,heading-only,VEoR,182,data/10/entries/6/entries/5/entries/5/entries/3/name,1,Meeting Naxa,與Naxa會面
Meeting Sangora,遇見桑戈拉,draft-heading-proposed,heading-only,VEoR,31,data/1/entries/7/entries/6/entries/4/name,1,Meeting Sangora,遇見桑戈拉
Meeting Windfall,遇見Windfall,draft-heading-proposed,heading-only,VEoR,155,data/8/entries/5/entries/6/name,1,Meeting Windfall,遇見Windfall
Meetings with Sarusanda,與薩魯桑達的會面,draft-heading-proposed,heading-only,VEoR,93,data/5/entries/2/entries/4/entries/1/items/0/entry,7,"Sarusanda is an Ulmist inquisitor, but her father, Galias, joined the evil priests of Osybus. Sarusanda expected to find and slay him in Death House. The characters can learn this secret during one of their encounters with Sarusanda, as described in the ""{@area Meetings with Sarusanda|22f|x}"" section.",與薩魯桑達的會面
Mending Figaro's Memories,修復Figaro的記憶,draft-heading-proposed,heading-only,VEoR,65,data/3/entries/6/entries/11/entries/9/entries/4/name,1,Mending Figaro's Memories,修復Figaro的記憶
Menzoberranzan,魔索布萊城,project-proposed,canonical-name,VEoR,49,data/2/entries/10/entries/6/entries/3/entries/3/entries/0,1,"Both Makubli and Torkner operate along the well-traveled route between Menzoberranzan and Blingdenstone, sabotaging supply caravans and generally causing mayhem. They usually kill or convert victims who survive their initial attacks, although Makubli recently turned over custody of a cyclops to the Web's Edge prison (see {@area area W6a|117|x}). Makubli and Torkner dislike each other intensely. Neither knows many other covert Lolth operatives, so clever characters could masquerade as allies (see ""{@area Impersonating Worshipers|102|x}"" earlier in this chapter).",
Mercy,仁慈,project-proposed,matching-English-source-string-only,VEoR,73,data/4/entries/3/entries/4/entries/1/items/0/name,41,Mercy's Secret,慈悲;梅爾西;命流;Mercy;Mercy
Mercy's Secret,Mercy的秘密,draft-heading-proposed,heading-only,VEoR,73,data/4/entries/3/entries/4/entries/1/items/0/name,3,Mercy's Secret,Mercy的秘密
Mill,風車,draft-heading-proposed,heading-only,VEoR,76,data/4/entries/6/entries/3/entries/6/entries/0/entries/0,8,"A windmill towers above this ruined village. The windmill's sides and blades are reinforced with badly rusted steel plates, and the attached wooden outbuilding is in shambles. Muddy roads separate the mill from the ruined buildings. In the center of a nearby intersection stands an eroded stone statue of a humanoid draped in colorful scraps of cloth.",風車
Mimic,擬身怪,existing-site,heading-only,VEoR,42,data/2/entries/7/entries/1/entries/0,9,"After the Dark Powers released him, Kas tracked down a cell of Vecna's cultists, who told the vampire more about the lich-god's planned ritual. The vampire used the {@item Crown of Lies|VEoR} to intercept a message from Alustriel to Mordenkainen, then used the crown to mimic Mordenkainen. Kas then met with Alustriel and gained her confidence.",擬身怪
Minimum Pressure,最小壓力,draft-heading-proposed,heading-only,VEoR,22,data/1/entries/6/entries/2/entries/9/entries/3/name,2,Minimum Pressure,最小壓力
Mirror,鏡子,existing-site,heading-only,VEoR,15,data/0/entries/12/entries/1/rows/16/1,56,{@creature Mirror shade|VEoR},鏡子
Miska,米斯卡,project-proposed,matching-English-source-string-only,VEoR,6,data/0/entries/7/entries/3/entries/0,93,"Kas uses an artifact called the {@item Crown of Lies|VEoR} to impersonate a powerful wizard and manipulate others into retrieving an item that will allow him to free a demon lord ally named Miska the Wolf-Spider. Together, the two can defeat Vecna. Kas is attuned to the crown throughout this adventure.",密斯卡
Miska Freed,米斯卡被釋放,draft-heading-proposed,heading-only,VEoR,186,data/10/entries/6/entries/5/entries/8/entries/6/name,1,Miska Freed,米斯卡被釋放
Miska Intervenes,米斯卡介入,draft-heading-proposed,heading-only,VEoR,186,data/10/entries/6/entries/5/entries/8/entries/4/name,2,Miska Intervenes,米斯卡介入
Miska the Wolf-Spider,米斯卡，狼蛛,existing-site,matching-English-source-string-only,VEoR,6,data/0/entries/7/entries/3/entries/0,14,"Kas uses an artifact called the {@item Crown of Lies|VEoR} to impersonate a powerful wizard and manipulate others into retrieving an item that will allow him to free a demon lord ally named Miska the Wolf-Spider. Together, the two can defeat Vecna. Kas is attuned to the crown throughout this adventure.",米斯卡·狼蛛;米斯卡狼蛛;狼蛛米斯卡
Miska's Location,米斯卡的位置,draft-heading-proposed,heading-only,VEoR,176,data/10/entries/4/entries/6/entries/1/entries/2/items/3/name,1,Miska's Location,米斯卡的位置
Missing Camp Member,失蹤的營地成員,draft-heading-proposed,heading-only,VEoR,63,data/3/entries/6/entries/11/entries/5/entries/4/entries/1/items/0/name,1,Missing Camp Member,失蹤的營地成員
Missing Malaina,失蹤的瑪萊娜,draft-heading-proposed,heading-only,VEoR,170,data/9/entries/4/entries/5/entries/2/name,1,Missing Malaina,失蹤的瑪萊娜
Moat,護城河,draft-heading-proposed,heading-only,VEoR,118,data/6/entries/8/entries/7/entries/0,6,"Maps 6.3 and 6.4 depict the Three Moons Vault. The vault is a complex, castle-like structure with a dungeon level, several towers, a secret entrance through the cliffs, and a drawbridge over a moat. Unless the text says otherwise, areas in and around the Three Moons Vault share a number of features.",護城河
Moonlight Mirrors,月光鏡,draft-heading-proposed,heading-only,VEoR,119,data/6/entries/8/entries/7/entries/4/name,6,Moonlight Mirrors,月光鏡
Moonlight Shifts,月光變化,draft-heading-proposed,heading-only,VEoR,129,data/6/entries/8/entries/11/entries/4/name,1,Moonlight Shifts,月光變化
Moonshae,月影群島,project-proposed,canonical-name,VEoR,38,data/2/entries/3/entries/2/entries/2/rows/1/1,1,"Hoping to put their Neverwinter experiences behind them, the characters hopped on a ship to the Moonshae Isles and escorted traders around the Sword Coast area. They fought privateers and oceanic monsters in their bid for high adventure.",
Mordenkainen,魔鄧肯,project-proposed,matching-English-source-string-only,VEoR,7,data/0/entries/7/entries/4/entries/1,100,"With the help of spies, Kas learned that Alustriel intended to summon two powerful friends to oppose Vecna: the wizards Tasha and Mordenkainen. (For more information about {@area Alustriel|558|x}, {@area Tasha|568|x}, and {@area Mordenkainen|563|x}, see {@adventure appendix B|VEoR|13}.)",莫登凱恩;魔登凱南;摩登肯
Mordenkainen's Secret,莫登凱南的秘密,draft-heading-proposed,heading-only,VEoR,37,data/2/entries/2/entries/4/entries/1/items/1/name,2,Mordenkainen's Secret,莫登凱南的秘密
Mount Ironrot,鐵鏽山,project-proposed,matching-English-source-string-only,VEoR,73,data/4/entries/3/entries/1,29,"Specifically, the piece lies in the Mournland, on the slopes of Mount Ironrot. If the characters ask the Wizards Three in the Sigil sanctum why it's unclear exactly where the third piece is located, Alustriel shares the information in the ""{@area Exploring Mount Ironrot|1a4|x}"" section later in this chapter.",鐵鏽山脈
Mount Ironrot Encounters,鐵鏽山脈遭遇戰,draft-heading-proposed,heading-only,VEoR,74,data/4/entries/6/entries/1/entries/0,2,"As the characters search for a {@item Docent|ERLW}, they encounter the Mournland denizens described in the subsequent ""{@area Mount Ironrot Encounters|1b5|x}"" section. Run an encounter each time the characters travel from one location to another. All three encounters should occur before the characters proceed to the ""{@area Landro|1c7|x}"" section.",鐵鏽山脈遭遇戰
Mount Ironrot Locations,鐵鏽山脈地點,draft-heading-proposed,heading-only,VEoR,75,data/4/entries/6/entries/3/name,1,Mount Ironrot Locations,鐵鏽山脈地點
Mournland,悲悼荒原,project-proposed,matching-English-source-string-only,VEoR,10,data/0/entries/7/entries/5/entries/1/entries/1/rows/2/2,31,Mournland,哀傷之地;悲傷之地;哀傷荒原;哀傷故地
Mouth Portal,口部傳送門,draft-heading-proposed,heading-only,VEoR,136,data/7/entries/5/entries/3/entries/5/entries/2/name,1,Mouth Portal,口部傳送門
Movement,移動,draft-heading-proposed,heading-only,VNotEE,,data/0/entries/6/entries/5/entries/3/entries/2/entries/1,8,"While riding a skiff, a creature can use its movement to propel the skiff up to 20 feet in a direction of its choice.",移動
Muddled Magic,混亂魔法,draft-heading-proposed,heading-only,VEoR,75,data/4/entries/6/entries/2/entries/1/entries/1/items/2/name,1,Muddled Magic,混亂魔法
Muddy Bank,泥濘的河岸,draft-heading-proposed,heading-only,VEoR,116,data/6/entries/6/entries/4/entries/1/items/1/name,1,Muddy Bank,泥濘的河岸
Mykale,米凱爾,project-proposed,matching-English-source-string-only,VEoR,150,data/8/entries/4/entries/4/entries/3,4,"The infernal war machine {@vehicle Venatrix|VEoR} has room for four Medium or smaller creatures to ride inside the vehicle, including its driver, and for four Medium or smaller creatures to ride in its upper, open-air area. Three {@creature erinyes} crew the {@vehicle Venatrix|VEoR}: Nykaia, who leaps out to greet the characters, and Kypris and Mykale, who are inside.",米卡萊
