english,zh_tw,status,scope,first_book,first_page,first_context,occurrences,representative_source,variants
Neheedra,妮希德拉,project-proposed,matching-English-source-string-only,OotA,99,data/5/entries/4/entries/7/entries/6/entries/1,15,"The cloud's origin remains a mystery, but it is known to have something to do with Ogrémoch, Prince of Evil Earth. A medusa named Neheedra serves Ogrémoch's Bane and leads some of the elemental creatures that have become enslaved by the evil cloud (see the ""Rockblight"" section and area 19 in particular).",Neheedra;尼希德拉
Neheedra Duskryn,妮希德拉·達斯克林,project-proposed,matching-English-source-string-only,OotA,107,data/5/entries/23/entries/2,2,"Ogrémoch's Bane haunted the drow with the same relentless cruelty it did the svirfneblin, turning their elemental servants against them. Eventually, the drow armies departed the city, but when they did, a drow priestess of Lolth named Neheedra Duskryn stayed behind. Neheedra was obsessed with collecting {@item Spell Gem|OotA|spell gems} for their power and beauty, intent on making herself the regal and powerful master of her own underground realm. She commanded a force of drow servants and soldiers with unabashed cruelty, relentlessly driving them to seek out {@item Spell Gem|OotA|spell gems} and increase her own wealth and power.",Neheedra Duskryn
Nelrindenvane,奈林登凡,project-proposed,matching-English-source-string-only,OotA,6,data/0/entries/7/entries/3/entries/3/entries/0,2,"This hulking {@creature quaggoth} is the most menacing-looking prisoner in the slave pens, and the other prisoners give him a wide berth. If any of the characters speak to him, however, the quaggoth replies in urbane Elvish. He explains that he is not, in fact, a quaggoth, but a gold elf prince polymorphed into quaggoth form by a curse. He claims to be {@creature Prince Derendil|OotA} of the kingdom of Nelrindenvane in the High Forest. His crown was usurped by the evil wizard Terrestor, who trapped him in this form and exiled him from his people.",Nelrindenvane;內林登瓦內
Nemevon,奈梅馮,project-proposed,matching-English-source-string-only,OotA,185,data/13/entries/13/entries/5/entries/6/name,1,Nemevon,Nemevon
Neverlight Grove,無光林地,project-proposed,matching-English-source-string-only,OotA,7,data/0/entries/7/entries/3/entries/9/entries/0,74,"{@creature Stool|OotA} is a {@creature myconid sprout} captured by {@creature Sarith Kzekarit|OotA}. {@creature Stool|OotA} is lonely and {@condition frightened}, wanting only to return to its home in Neverlight Grove. If befriended by the characters, {@creature Stool|OotA} gladly offers to guide them to its home, promising them sanctuary with its folk, although it isn't aware of the dangers posed by Zuggtmoy's influence on the myconids (see {@adventure chapter 5|OotA|4}).",Neverlight Grove;永不光明的樹林;永不之光樹林;永不熄滅之林;永光林地;無光林地;永不熄滅的林;永不之光林地;永光林
Neverlight Grove NPCs,無光林地NPC,draft-heading-proposed,heading-only,OotA,85,data/4/entries/5/entries/4/entries/1/name,1,Neverlight Grove NPCs,永不之光樹林NPC
Neverlight Grove: General Features,無光林地：通用特性,draft-heading-proposed,heading-only,OotA,87,data/4/entries/9/name,2,Neverlight Grove: General Features,永不之光樹林：通用特性
New Downtime Activity: Establish an Outpost,新的休整期活動：建立一個前哨站,draft-heading-proposed,heading-only,OotA,147,data/9/entries/7/entries/2/name,1,New Downtime Activity: Establish an Outpost,新的休整期活動：建立一個前哨站
Nightlight,夜光菌,draft-heading-proposed,heading-only,OotA,23,data/1/entries/7/entries/3/entries/1/name,6,Nightlight,夜光菌
Nilhogg's Nose,尼爾霍格之鼻,draft-heading-proposed,heading-only,OotA,23,data/1/entries/7/entries/3/entries/2/name,2,Nilhogg's Nose,尼爾霍格之鼻
Noble Entourage,貴族隨從,draft-heading-proposed,heading-only,OotA,198,data/14/entries/9/entries/8/entries/3/entries/0/rows/3/1,2,Noble entourage,貴族隨從
Noise,響聲,draft-heading-proposed,heading-only,OotA,11,data/0/entries/9/entries/3/entries/2/entries/0,12,"A small waterfall pouring into the cavern creates a constant background noise, negating the cave's tendency to amplify and carry sounds. Checks made to hear things in the cavern are made normally.",響聲
Nomi,諾米,project-proposed,matching-English-source-string-only,OotA,97,data/5/entries/4/entries/6/entries/1/entries/0/rows/2/0,7,{@b Nomi Pathshutter},Nomi
Nomi Pathshutter,諾米·封徑,project-proposed,matching-English-source-string-only,OotA,97,data/5/entries/4/entries/6/entries/1/entries/0/rows/2/0,6,{@b Nomi Pathshutter},Nomi Pathshutter;諾米·帕斯夏特;諾米·帕斯舒特
North Passage,北通道,draft-heading-proposed,heading-only,OotA,16,data/0/entries/11/entries/1/name,1,North Passage,北通道
Notable Kuo-toa in Sloobludop,斯盧布多普的著名寇濤魚人,draft-heading-proposed,heading-only,OotA,44,data/2/entries/11/name,1,Notable Kuo-toa in Sloobludop,斯盧布杜普的著名寇濤魚人
Notes,備註,draft-heading-proposed,heading-only,OotA,34,data/1/entries/14/entries/8/entries/2/entries/0/colLabels/2,11,Notes,備註
Noticing Threats,發覺威脅,existing-site,heading-only,OotA,20,data/1/entries/3/entries/4/name,2,Noticing Threats,發覺威脅
Obelisk,方尖碑,draft-heading-proposed,heading-only,OotA,67,data/3/entries/15/entries/2,22,"There are currently two factions using the tunnels for their own ends. The Gray Ghosts have an alchemical laboratory and a fungal garden supplying them with poisons, and the leaders of the guild conceal a secret in the form of a mysterious black obelisk in the farthest cave (see area 16). The other group is a budding cult of derro demon worshipers led by a renegade member of the Council of Savants. Sensing that the demon lords are somehow using {@i faerzress} to spread chaos and madness, the demon worshipers have begun conducting rituals to infect Gracklstugh. Intent on weakening the city and breaking the power of King Horgar Steelshadow V, the cultists plan to inflict a curse on the stone giants of Clan Cairngorm that causes them to grow second heads, driving them insane.",方尖碑
Oblodra,歐布羅卓,project-proposed,matching-English-source-string-only,OotA,153,data/10/entries/5/entries/3/entries/6/entries/0/rows/6/1,4,Jalynfein Oblodra,Oblodra;奧布羅德拉
Obtaining Gromph's Grimoire,獲得貢夫的魔法書,draft-heading-proposed,heading-only,OotA,190,data/14/entries/3/entries/2/name,1,Obtaining Gromph's Grimoire,獲得Gromph的魔法書
Ochre Jelly,赭果凍,existing-site,heading-only,OotA,27,data/1/entries/10/entries/4/entries/1/rows/7/1,9,Ochre jelly,赭果凍
Ogrémoch,歐雷莫克,existing-site,matching-English-source-string-only,OotA,96,data/5/entries/4/entries/5/entries/2/entries/0,25,"Once part of a expedition from Menzoberranzan, these drow were {@condition petrified} by a medusa and later animated by Ogrémoch's Bane (see ""{@area Settlers, Squatters, and Invaders|27a|x}"" later in this chapter). They have the statistics of {@creature animated armor}, except they are elementals instead of constructs.",Ogrémoch;奧格莫克;奧格羅莫克;奧格瑞莫克
Ogrémoch's Bane,歐雷莫克之災,project-proposed,matching-English-source-string-only,OotA,96,data/5/entries/4/entries/5/entries/2/entries/0,24,"Once part of a expedition from Menzoberranzan, these drow were {@condition petrified} by a medusa and later animated by Ogrémoch's Bane (see ""{@area Settlers, Squatters, and Invaders|27a|x}"" later in this chapter). They have the statistics of {@creature animated armor}, except they are elementals instead of constructs.",Ogrémoch's Bane;歐格瑪克之災;奧格莫克的禍根;奧格莫克之禍;奧格莫克之災;歐雷莫克的詛咒;歐雷莫克的Bane;奧格羅莫克的仇敵;Ogrémoch的Bane;奧格瑞莫克的禍根;Ogrémoch的詛咒
Old Enemies,老對手,draft-heading-proposed,heading-only,OotA,200,data/14/entries/9/entries/9/entries/5/entries/1/name,1,Old Enemies,老對手
On Their Own,自力更生,draft-heading-proposed,heading-only,OotA,17,data/1/entries/2/entries/2/items/8,15,"{@creature Topsy|OotA} and {@creature Turvy|OotA} can navigate to Blingdenstone, but they're reluctant to do so. As such, they are likely to support any suggestion that will not take them to their former home. Once they feel safer, they're likely to strike out on their own, just as they were before the drow captured them.",自力更生
Ooze Spies,軟泥怪間諜,draft-heading-proposed,heading-only,OotA,211,data/15/entries/5/entries/2/name,1,Ooze Spies,軟泥怪間諜
Oozes,泥怪,existing-site,heading-only,OotA,34,data/1/entries/15/entries/1/entries/2/entries/0,61,"The air is stale and perceptibly thin. The temple contains enough air for the oozes, plus 160 hours of breathable air for one creature, divided by the number of creatures present. For example, a party of four adventurers has 40 hours of air. Characters who are at rest and not undertaking activities such as moving or fighting consume half as much air.",泥怪
Oozing Royalty,流淌的王權,draft-heading-proposed,heading-only,OotA,114,data/5/entries/26/entries/7/name,1,Oozing Royalty,流淌的王權
Option: Jimjar's Last Gamble,選項：吉姆賈爾的最後賭博,draft-heading-proposed,heading-only,OotA,218,data/16/entries/3/entries/5/name,1,Option: Jimjar's Last Gamble,選項：吉姆賈爾的最後賭博
Option: Playing Out the Battle Option,選項：展開戰鬥,draft-heading-proposed,heading-only,OotA,218,data/16/entries/3/entries/6/entries/4/entries/1/name,1,Option: Playing Out the Battle Option,選項：展開戰鬥
Option: The Lesser of Two Evils,選項：兩害相權取其輕,draft-heading-proposed,heading-only,OotA,216,data/16/entries/2/entries/3/name,1,Option: The Lesser of Two Evils,選項：兩害相權取其輕
Optional Feature: Deep Delver,可選特性：深挖者,draft-heading-proposed,heading-only,OotA,221,data/17/entries/1/entries/2/entries/0/name,1,Optional Feature: Deep Delver,可選特性：深挖者
Optional Feature: Underdark Experience,可選特性：幽暗地域經驗,draft-heading-proposed,heading-only,OotA,221,data/17/entries/1/entries/2/entries/1/name,1,Optional Feature: Underdark Experience,可選特性：幽暗地域經驗
Orc Mercenaries,獸人僱傭兵,draft-heading-proposed,heading-only,OotA,53,data/3/entries/4/entries/7/entries/9/name,1,Orc Mercenaries,獸人僱傭兵
Orc Slave Farmers,獸人奴隸農夫,draft-heading-proposed,heading-only,OotA,195,data/14/entries/9/entries/3/entries/8/name,1,Orc Slave Farmers,獸人奴隸農夫
Orcus,奧喀斯,existing-site,matching-English-source-string-only,OotA,158,data/10/entries/7/entries/5/entries/7/name,10,Cyrog Lives! Hail Orcus!,Orcus
Order of the Gauntlet,鐵手套教團,user-approved,matching-English-source-string-only,OotA,126,data/7/entries/4/entries/0,8,"King Bruenor has called representatives of the Harpers, the Order of the Gauntlet, the Emerald Enclave, the Lords' Alliance, and the Zhentarim to Gauntlgrym to hear about the state of things in the Underdark and to court their aid in finding out more about the situation. The representatives of each faction receive a briefing on what the characters told Bruenor, and all have an opportunity to converse with the adventurers before making their decisions as to whether they will support Bruenor's plans.",Order of the Gauntlet;Gauntlet秩序;劍鞘騎士團;戰拳教團;戰拳會;戰錘會;戰錘秩序;戰錘騎士團;戰錘骑士團;手套教團;手套騎士團;手甲會;拳套秩序;盾牌秩序;臂鎧之序;臂鎧教團;護手之令;護手之序;護手教團;護手教會;護手會;護手秩序;護手騎士;護手騎士團;鐵手套騎士團;鐵拳騎士團;戰旗秩序;聖拳之誓;鐵拳團;鐵手會;拳套之令;戰斧秩序
Ormu,歐姆苔,project-proposed,matching-English-source-string-only,OotA,23,data/1/entries/7/entries/3/entries/3/name,3,Ormu,Ormu
Ossuary,骨灰堂,draft-heading-proposed,heading-only,OotA,172,data/12/entries/5/entries/6/name,1,3. Ossuary,骨灰堂
Other Inhabitants,其他居民,draft-heading-proposed,heading-only,OotA,162,data/11/entries/7/name,2,Other Inhabitants,其他居民
Other Options,其他選項,draft-heading-proposed,heading-only,OotA,40,data/2/entries/4/entries/1/entries/5/name,2,Other Options,其他選項
Other Routes,其他路線,draft-heading-proposed,heading-only,OotA,181,data/13/entries/9/entries/2,2,"The cleft leads to the Spiral of the Horned King—a maze of tunnels and caves along the outer edge of the Labyrinth. Though other routes can be found into the Labyrinth, this entrance is the easiest to find.",其他路線
Other Visions,其他版本,draft-heading-proposed,heading-only,OotA,159,data/10/entries/7/entries/5/entries/11/name,2,Other Visions,其他版本
Otherworldly Light,超凡之光,draft-heading-proposed,heading-only,OotA,87,data/4/entries/9/entries/4/name,1,Otherworldly Light,超凡之光
Ougalop,歐加洛普,existing-site,matching-English-source-string-only,OotA,142,data/8/entries/20/entries/3/entries/1/entries/2,2,"Zilch's cave lies one day's travel west of Mantol-Derith, along the same route the characters must travel to reach Gravenhollow. The cave is swarming with bats and infested with dozens of giant albino cave crickets that feed on the bat guano. The crickets are as big as halflings yet harmless. A happy-go-lucky {@creature kuo-toa} named {@creature Ougalop|OotA} is also here, trying to catch the giant crickets in a homespun net. When he sees other intruders, {@creature Ougalop|OotA} waves at them and continues with his cricket catching. He poses no threat and has no interest in joining the party. The kuo-toa lives in Sloobludop (see {@area chapter 3|112|x}) and is blissfully unaware of recent events there.",Ougalop
Out of the Abyss,逃離深淵,project-proposed,matching-English-source-string-only,OotA,4,data/0/entries/2,11,"The setup of {@i Out of the Abyss} is such that the characters need have no connections with events in the Underdark, or with each other, prior to the start of the adventure. They can meet and get to know each other as prisoners of the drow. Players who would like their characters to have a stronger Underdark connection can choose from the background options in {@adventure appendix A|OotA|17}.",Out of the Abyss;逃離無底深淵
Outcasts,邊緣棄兒,existing-site,heading-only,OotA,55,data/3/entries/4/entries/9/entries/10/entries/0,4,"The Gray Ghosts are the only true thieves' guild in Gracklstugh and the Deepkingdom. Its members are duergar and derro outcasts, plus the odd escaped slave.",邊緣棄兒
Outer Blingdenstone,外圍布靈登石城,draft-heading-proposed,heading-only,OotA,101,data/5/entries/6/name,5,Outer Blingdenstone,外圍布林德斯通
Outskirts,郊外,project-proposed,heading-only,OotA,97,data/5/entries/4/entries/5/entries/6/entries/0,5,"A {@creature dust mephit} guides an {@creature earth elemental} through the caverns and passages of Blingdenstone. If approached peacefully, they can point the way to Entémoch's Boon (see ""{@area Blingdenstone Outskirts|283|x}"" later in this chapter).",Outskirts
Overlake Hold,湖上堡,project-proposed,matching-English-source-string-only,OotA,59,data/3/entries/8/entries/3/entries/0,13,"Arriving at the Darklake Docks requires a combination of skill, ingenuity, and luck. Vigilance is a little more relaxed here because the guards at Overlake Hold can spot any obvious threat coming from the waters.",Overlake Hold;奧弗雷克要塞;奧弗萊克要塞;奧弗湖堡;守望湖堡壘;上湖區;湖畔要塞
Overland Travel,陸上旅行,draft-heading-proposed,heading-only,OotA,18,data/1/entries/3/entries/2/entries/0,3,"Travel pace in the Underdark is significantly slower than for overland travel. Not only are the tunnels and passages often {@quickref difficult terrain||3} with uneven surfaces, but routes in the Underdark are rarely direct, and the characters must follow available passages and their various twists and turns, climbs and descents. Creatures that can burrow through solid rock (such as purple worms) move at their normal burrowing speed, but this isn't likely an option for the party.",陸上旅行
Peebles,皮布林斯,existing-site,matching-English-source-string-only,OotA,134,data/8/entries/12/entries/1/entries/0/rows/2/0,19,{@creature Peebles|OotA},Peebles;皮布林斯
Pelek,佩勒克,project-proposed,matching-English-source-string-only,OotA,70,data/3/entries/15/entries/7/entries/2/entries/7/entries/0,14,"When the monsters are defeated, the {@creature ghost} of a deep gnome named Pelek pokes its head up out of the ground, blinks, and then emerges fully. The ghost is friendly and tells the adventurers that {@creature Buppido|OotA} killed him not too long ago, then chopped him into pieces to join the other body parts in the shrine. Pelek explains how he was traveling from Blingdenstone when he fell in with {@creature Buppido|OotA}. He knows little about the Whorlstone Tunnels, but he has observed a shrunken derro with a funny hat ({@creature Droki|OotA}) entering and leaving the narrow tunnels. Pelek doesn't know about the pygmywort mushrooms.",Pelek;佩萊克
Perception,感知,existing-site,heading-only,OotA,11,data/0/entries/9/entries/5/entries/0/entries/1,74,"Two {@creature drow} are stationed here at all times, keeping watch over the passage and noting the approach of any creatures. The duty is long and dull, so the watchers are sometimes distracted. A successful Dexterity ({@skill Stealth}) check made against the guards' passive Wisdom ({@skill Perception}) score of 12 allows characters to pass unnoticed. Any light from the passage or the cavern below automatically draws the guards' attention, however.",察覺
Personalities,個性,draft-heading-proposed,heading-only,OotA,5,data/0/entries/6/entries/3,9,"Feel free to play out any interaction between the drow, the player characters, and the other prisoners. This is an opportunity to reveal who the characters are and to flesh out their backgrounds and personalities through roleplaying, even as you introduce some of their fellow prisoners. Ilvara's newest consort, Shoor, wants to impress his mistress, while Jorlan, her former consort, sullenly does his duty but casts a curious eye over the prisoners. Any hostile move is met with poisoned crossbow bolts from the drow, and possibly a strike from Ilvara's scourge or a {@spell ray of sickness} spell. The giant spiders attack and poison anyone who attacks the drow. The drow don't kill any of the prisoners (leaving them {@condition unconscious} at 0 hit points) but have no compunction about beating them.",個性
Personality,個性,existing-site,heading-only,OotA,6,data/0/entries/7/entries/3/entries/3/entries/2,7,"In fact, Derendil is simply mad, touched by the delusions of the demon lord Fraz-Urb'luu. The kingdom of Nelrindenvane doesn't exist, and all of ""Derendil's"" recollections and personality are an illusion created by the Demon Prince of Deception. The quaggoth refuses to believe the truth, and any incontrovertible evidence as to his real nature sends him into a murderous rage.",個性
Phylo,菲洛,project-proposed,matching-English-source-string-only,OotA,84,data/4/entries/4/entries/4/entries/3/entries/2/entries/0,52,"These gentle creatures tend to the fungi patch and mind their own business, attacking only in self-defense. If the characters establish communication with the fungus folk and ask for directions to Neverlight Grove, the myconids offer to escort them to the grove and introduce them to their exalted leader, Sovereign Phylo.",Phylo;菲羅;費洛;弗洛;芙洛
Phymlo,菲姆洛,project-proposed,matching-English-source-string-only,,,,0,,Phymlo
Pickshine Mines,光採礦場,draft-heading-proposed,heading-only,OotA,101,data/5/entries/5/entries/6/name,2,Pickshine Mines,光採礦場
"Placing the ""Dark Heart""",放置'黑暗之心',draft-heading-proposed,heading-only,OotA,190,data/14/entries/3/entries/1/name,1,"Placing the ""Dark Heart""",放置'黑暗之心'
Platform,平臺,draft-heading-proposed,heading-only,OotA,11,data/0/entries/9/entries/2,28,"Three caves and two hanging towers surrounding a platform make up the main part of the outpost for the drow warriors. The largest of the hanging towers is reserved for the priestesses and the shrine of Lolth, while the other is a guard tower opposite the cave used to hold slaves. North of the slave pen is the den of the outpost's quaggoth servants. Watch posts lie at either end of the outpost, near the northern and southern entrances to the cavern.",平臺
Playtesters,測試玩家,draft-heading-proposed,heading-only,OotA,,data/22/entries/1/items/17/name,1,Playtesters,測試玩家
Pliinki,普林基,project-proposed,matching-English-source-string-only,OotA,80,data/3/entries/15/entries/7/entries/15/entries/4,4,"The different levels of the mesa are separated by 10-foot-high cliffs. Climbing a cliff requires a successful {@dc 12} Strength ({@skill Athletics}) check. Pliinki, a mad {@creature derro savant|OotA} (see {@adventure appendix C|OotA|19}), stands atop of the mesa. Hidden on a shelf above the cavern's entrance, a {@creature spectator} tasked with guarding this area sees the characters as soon as they walk 15 feet into the cavern. The spectator screeches an alarm and attacks, killing non-derro with glee. As it fights, it projects telepathic ramblings into the characters' minds, mostly dealing with how exciting it is to have intruders to kill and how even more exciting things will be when the obelisk is complete.",Pliinki
Ploop,普魯普,project-proposed,matching-English-source-string-only,OotA,44,data/2/entries/11/entries/1/entries/0/rows/0/0,1,"{@b Ploopploopeen (""Ploop""})",Ploop
Ploopploopeen,普魯普魯平,project-proposed,matching-English-source-string-only,OotA,43,data/2/entries/6/entries/0/entries/0/items/1,18,"{@b Government}: The archpriest Ploopploopeen once ruled in the name of the Sea Mother, the goddess Blibdoolpoolp. He was recently challenged and displaced by his daughter Bloppblippodd, archpriest of Leemooggoogoon the Deep Father.",Ploopploopeen;普盧普盧皮恩;普嚕普嚕品
Poisoned NPCs,中毒的NPC,draft-heading-proposed,heading-only,OotA,146,data/9/entries/6/entries/3/entries/6/name,1,Poisoned NPCs,中毒的NPC
Pool,水池,draft-heading-proposed,heading-only,OotA,5,data/0/entries/7/entries/1,54,"The prisoners are provided with clay chamber pots, and one of the duties of slaves is to empty them into the pool during their shift. There are no other comforts in the slave pen. Prisoners must sit or lie on the stone floor, and are fed only once each day—a thin mushroom broth served in small clay bowls passed through gaps in the bars of the gate.",水池
Pool and Waterfall,池塘和瀑布,draft-heading-proposed,heading-only,OotA,108,data/5/entries/23/entries/7/entries/4/name,1,Pool and Waterfall,池塘和瀑布
Portals,傳送門,draft-heading-proposed,heading-only,OotA,117,data/6/entries/4/entries/1/entries/5/name,5,Portals,傳送門
Possible Visions,可能的幻象,draft-heading-proposed,heading-only,OotA,157,data/10/entries/7/entries/5/name,1,Possible Visions,可能的幻象
Power Node,能量節點,draft-heading-proposed,heading-only,OotA,154,data/10/entries/5/entries/5/entries/1/entries/1/name,1,Power Node,能量節點
Prince Derendil,德倫迪爾王子,existing-site,matching-English-source-string-only,OotA,5,data/0/entries/7/entries/3/entries/1/entries/0/rows/1/0,5,{@creature Prince Derendil|OotA},Prince Derendil;德倫迪爾王子
Prince Livid,青灰王子,project-proposed,matching-English-source-string-only,OotA,99,data/5/entries/4/entries/7/entries/8/entries/1,7,"The shunned deep gnome eventually struck out on his own. He spent years living among the oozes of the region, eventually subjugating a black pudding he calls ""{@creature Princess Ebonmire|OotA}"" and a gray ooze he calls ""Prince Livid."" When the demon lords arrived in the Underdark, he followed the oozes drawn by Juiblex's presence, immediately throwing himself down before the Faceless Lord and pledging his eternal loyalty. His previous name and existence ended in that moment, and now there is only {@creature the Pudding King|OotA}.",Prince Livid;利維德王子
Princess Ebonmire,烏木公主,existing-site,matching-English-source-string-only,OotA,99,data/5/entries/4/entries/7/entries/8/entries/1,7,"The shunned deep gnome eventually struck out on his own. He spent years living among the oozes of the region, eventually subjugating a black pudding he calls ""{@creature Princess Ebonmire|OotA}"" and a gray ooze he calls ""Prince Livid."" When the demon lords arrived in the Underdark, he followed the oozes drawn by Juiblex's presence, immediately throwing himself down before the Faceless Lord and pledging his eternal loyalty. His previous name and existence ended in that moment, and now there is only {@creature the Pudding King|OotA}.",Princess Ebonmire
Prisoner,囚犯,existing-site,heading-only,OotA,5,data/0/entries/6/entries/2,16,"Assume that each player character has been a prisoner in Velkynvelve for {@dice 1d10} days. (Roll separately for each character.) The characters spend most of this time locked in the slave pen, emerging occasionally under heavy guard to perform menial chores for their captors' amusement (see ""Hard Labor"").",囚犯
Prisoners of the Drow,卓爾的囚徒,draft-heading-proposed,heading-only,OotA,4,data/0/name,4,Chapter 1: Prisoners of the Drow,黑暗精靈的囚徒
Private Meetings,私人會面,draft-heading-proposed,heading-only,OotA,195,data/14/entries/9/entries/4/entries/3/entries/2/entries/1,5,"If the characters agree to a meeting with Jarlaxle, the Bregan D'aerthe spy tells them that a drow operative named Krilelyn H'Kar will fetch them when the time comes (see ""{@area Private Meetings|556|x}""). The spy then leaves the characters alone.",私人會面
Problems Cubed,問題立方,draft-heading-proposed,heading-only,OotA,100,data/5/entries/5/entries/3/name,1,Problems Cubed,問題立方
Producer,出品人,draft-heading-proposed,heading-only,OotA,,data/22/entries/1/items/7/name,1,Producer,出品人
Production Services,製作服務,draft-heading-proposed,heading-only,OotA,,data/22/entries/1/items/15/name,1,Production Services,製作服務
Project Management,專案管理,draft-heading-proposed,heading-only,OotA,,data/22/entries/1/items/14/name,1,Project Management,專案管理
Prominent Drow,顯赫的卓爾,draft-heading-proposed,heading-only,OotA,9,data/0/entries/8/entries/1/entries/0/name,1,Prominent Drow,顯赫的卓爾精靈
Prominent Kuo-toa,顯赫的寇濤魚人,draft-heading-proposed,heading-only,OotA,44,data/2/entries/11/entries/1/name,1,Prominent Kuo-toa,顯赫的寇濤魚人
Prophetic Visions,預言幻象,draft-heading-proposed,heading-only,OotA,155,data/10/entries/5/entries/6/entries/4/entries/3/name,1,Prophetic Visions,預言幻象
Provisions,供應品,draft-heading-proposed,heading-only,OotA,20,data/1/entries/3/entries/7/entries/1,5,"In addition to foraging, spells such as {@spell create food and water} and {@spell goodberry} can help provision the party, and there's always a chance for the characters to encounter others from whom they can buy or steal provisions. Additionally, many creatures the adventurers might meet and kill can be butchered, but the meat they yield spoils after a single day if uneaten. Eating spoiled meat might require a Constitution saving throw to keep the meal down, a Wisdom saving throw to avoid acquiring a level of madness from the awful experience (see ""{@area Madness|063|x}"" later in this chapter), or both.",供應品
Purple Worm,紫蟲,existing-site,heading-only,OotA,25,data/1/entries/9/entries/3/entries/6/entries/1/entries/1,52,"For example, a wandering stone giant, a purple worm, or a pack of savage gnolls whipped into a frenzy by Yeenoghu might show up just as the drow have the characters cornered, giving them a chance to run. Likewise, a minor earthquake (caused by instability from the demonic incursion or a wild magic surge) might cause a cave-in, cutting off a tunnel between the party and their pursuers, and dropping the pursuit level by 1 or 2.",紫蟲
Purple Worm Direction,紫蟲方向,draft-heading-proposed,heading-only,OotA,167,data/12/entries/2/entries/3/entries/10/name,1,Purple Worm Direction,紫蟲方向
Purple Worm Tunnels,紫蟲隧道,draft-heading-proposed,heading-only,OotA,172,data/12/entries/5/entries/5/entries/2/entries/2/name,1,Purple Worm Tunnels,紫蟲隧道
Pursuit Level,追擊等級,draft-heading-proposed,heading-only,OotA,24,data/1/entries/9/entries/3/name,43,Pursuit Level,追擊等級
Pygmywort,縮身菇,draft-heading-proposed,matching-English-source-string-only,OotA,67,data/3/entries/15/entries/3/entries/5/entries/0,13,Edible fungi (including pygmywort and bigwig) are abundant in the Whorlstone Tunnels. Characters can attempt {@dc 10} Wisdom ({@skill Survival}) checks to forage here.,Pygmywort;侏儒wort;侏儒草
Pygmyworts,縮身菇,project-proposed,matching-English-source-string-only,OotA,67,data/3/entries/15/entries/4/entries/0,6,"The Whorlstone Tunnels are home to two unique kinds of {@i faerzress}-suffused mushrooms: bigwigs and pygmyworts. Any character who studies these mushrooms can identify their magical effects with a successful {@dc 15} Intelligence ({@skill Nature}) check, an {@spell identify} spell, or by trial and error. A single nibble of a mushroom alters a character's size by a few inches for 5 minutes, so characters foraging for food might discover the mushrooms' magic by accident. The size-altering effects of eating multiple bigwigs or pygmyworts aren't cumulative, although their durations are. These mushrooms lose their properties if they are taken outside the Whorlstone Tunnels for 1 hour or more.",Pygmyworts;矮人草;侏儒草;小頭
Q'Xorlarrin,奎索拉林,project-proposed,matching-English-source-string-only,OotA,121,data/7/entries/2/entries/3,1,"It was humans from nearby Illusk who finally drove the orcs from Gauntlgrym, but their hold on the city proved just as short-lived, as foul creatures from the Underdark swarmed from the depths to claim Gauntlgrym as their own. Over the next thousand years, history turned to legend, and mighty Gauntlgrym was all but forgotten on the surface world. Illithids, duergar, drow, and aboleths vied for control of the fallen city, its treasures, and the primordial still bound within its core. The drow House Xorlarrin eventually took Gauntlgrym, establishing a new city they called Q'Xorlarrin, producing weapons at the forge that they traded and used to pay tribute to Menzoberranzan.",Q'Xorlarrin
Qu'ellarz'orl,奎拉佐爾,project-proposed,matching-English-source-string-only,OotA,197,data/14/entries/9/entries/6/entries/0,10,"Kyorbblivvin is a spider-haunted forest of giant mushrooms that spreads across the northern portion of the Qu'ellarz'orl plateau. Members of the great houses use Kyorbblivvin as a private hunting domain. Drow warriors patrol the forest, alert for poachers and intruders. Check for random encounters in Kyorbblivvin once every hour. Roll a {@dice d20} and consult the Kyorbblivvin Encounters table to determine what, if anything, the characters encounter. The party can avoid random encounters in Kyorbblivvin by succeeding on a {@dc 15} Dexterity ({@skill Stealth}) group check.",Qu'ellarz'orl;望族高地;奎拉爾佐爾
Qu'ellarz'orl Encounters,奎拉佐爾遭遇,draft-heading-proposed,heading-only,OotA,199,data/14/entries/9/entries/9/entries/2,2,"Roll for random encounters as the characters cross this district. You can roll a {@dice d20} and consult the Qu'ellarz'orl Encounters table, or choose an encounter that you like. The party can avoid random encounters in Qu'ellarz'orl by succeeding on a {@dc 15} Dexterity ({@skill Stealth}) group check.",奎拉爾佐爾遭遇
Quaggoths,幽邃熊怪們,existing-site,heading-only,OotA,8,data/0/entries/7/entries/4/entries/3/items/0,25,"There are nineteen drow at the outpost, including Ilvara, Shoor, and Jorlan, as well as another priestess named Asha. There are also a dozen quaggoths and a number of giant spiders.",幽邃熊怪們
Quenthel,奎恩瑟,project-proposed,matching-English-source-string-only,OotA,196,data/14/entries/9/entries/4/entries/5/entries/1,28,"If the characters approach the priestess claiming to have vital information about the demon attack, they can, with a successful {@dc 20} Charisma ({@skill Persuasion}) check, convince the priestess to escort them to Matron Mother {@creature Quenthel Baenre|OotA} (see ""{@area Private Meetings|556|x}"" later in this chapter). If the check fails by 5 or more, the priestess and her escort attack the party.",Quenthel;昆特爾
