context,page,type,classification_confidence,english,zh_tw
data/5/entries/14/entries/6/entries/18/name,94,HEADING_LABEL,0.99,Unicorn,獨角獸
data/5/entries/14/entries/6/entries/18/entries/0,94,DM_INSTRUCTION,0.85,"Although conjuring up a real unicorn is likely beyond the abilities of the characters, they could ask {@creature Laeral Silverhand|WDH} or {@creature Vajra Safahr|WDH} to cast the {@spell conjure celestial} spell. The characters can gain an audience with Laeral or Vajra through {@creature Renaer Neverember|wdh} or another well-connected NPC. If the characters tell Laeral or Vajra the truth about the Vault of Dragons and promise to turn the gold over to the authorities, either one agrees to accompany the characters to the vault and cast the spell. The unicorn need not be a real unicorn to serve as this key. The Sea Maidens Faire (see chapter 7) uses a unicorn float in its parades, and a stuffed unicorn can be found in Cassalanter Villa (see chapter 6, {@area C18|317}).",儘管召喚一隻真正的獨角獸可能超出了角色們的能力範圍，但他們可以請求{@creature Laeral Silverhand|WDH|萊拉·銀手}或{@creature Vajra Safahr|WDH|瓦婕拉·莎法爾}施展{@spell conjure celestial||咒喚聖光}法術。角色們可以透過{@creature Renaer Neverember|wdh|瑞納爾·無燼}或另一個關係網廣泛的NPC與萊拉或瓦婕拉會面。如果角色們告訴萊拉或瓦婕拉關於龍之寶庫的真相，並承諾將黃金交給當局，他們中的任何一個都同意陪同角色們前往寶庫並施展法術。獨角獸不需要是一隻真正的獨角獸才能作為這把鑰匙。海之少女嘉年華（見第7章）在其遊行中使用了一個獨角獸彩車，而在卡薩蘭特別墅（見第6章，{@area C18|317}）可以找到一個填充獨角獸。
data/5/entries/14/entries/7/title,90,HEADING_LABEL,0.85,A gold dragon guards a pile of golden dragons,一隻金龍守衛著一堆金質龍形雕像
data/5/entries/15/name,94,HEADING_LABEL,0.99,Vault of Dragons,龍之寶庫
data/5/entries/15/entries/0,94,DM_INSTRUCTION,0.85,"Once the characters have the {@item Stone of Golorr|WDH}, they can use it to determine the location of the Vault of Dragons and the keys needed to enter it.",一旦角色們獲得了{@item Stone of Golorr|WDH|格洛爾之石}，他們就可以使用它來確定龍之寶庫的位置以及進入所需的鑰匙。
data/5/entries/15/entries/1/name,94,HEADING_LABEL,0.99,Vault Features,寶庫特點
data/5/entries/15/entries/1/entries/0,94,NARRATIVE,0.8,All areas of the vault have the following features:,寶庫的所有區域都有以下特點：
data/5/entries/15/entries/1/entries/1/items/0,94,NARRATIVE,0.8,"Any spell that tries to contact a creature in the vault fails, as does any spell that attempts to scry on the vault interior or any creatures within. Teleporting into the vault from outside is impossible.",任何試圖聯絡寶庫內生物的法術都會失敗，同樣，任何試圖探查寶庫內部或其中任何生物的法術也會失敗。從外部透過傳送進入寶庫是不可能的。
data/5/entries/15/entries/1/entries/1/items/1,94,NARRATIVE,0.8,Walls are made of mortared stone. Doors are solid stone slabs with stone handles and hinges.,牆壁由砌築的石頭構成。門是實心石板製成，帶有石制的把手和鉸鏈。
data/5/entries/15/entries/1/entries/1/items/2,94,NARRATIVE,0.8,"Except in {@area V9|24b}, there are no light sources.",除了在{@area V9|24b}，沒有光源。
data/5/entries/15/entries/2/name,94,HEADING_LABEL,0.99,Areas of the Vault,寶庫區域
data/5/entries/15/entries/2/entries/0,94,NARRATIVE,0.8,The following locations are keyed to map 4.9.,以下位置對應於地圖4.9上的關鍵點。
data/5/entries/15/entries/2/entries/1/images/0/title,94,HEADING_LABEL,0.85,Vault of Dragons,龍之寶庫
data/5/entries/15/entries/2/entries/1/images/1/title,94,HEADING_LABEL,0.85,"Vault of Dragons, Main Level (Player Version)",龍之寶庫，主層級（玩家版本）
data/5/entries/15/entries/2/entries/2/name,94,HEADING_LABEL,0.99,V1. Vault Door,V1. 寶庫門
data/5/entries/15/entries/2/entries/2/entries/0,94,NARRATIVE,0.8,"A 20-foot-high, 20-foot-wide stone corridor ends before an adamantine double door bearing Dwarvish runes. The doors have neither handles nor hinges. The writing on them reads, ""THE THREE KEYS. BRING THEM FORTH.""","一條20尺高、20尺寬的石質走廊在一扇由堅鋼製成的雙門前結束。這扇門既沒有把手也沒有鉸鏈。門上的銘文寫著：""三把鑰匙。把它們帶來。"""
data/5/entries/15/entries/2/entries/2/entries/1,94,NARRATIVE,0.8,"The doors part, sliding back into the walls, when the three correct keys are brought within 5 feet of them. They remain open until {@creature Aurinax|WDH} or someone else speaks the command word to close them (""Azaam""). The keys can open the doors from either side. The doors can't be forced open or damaged in any way, and attempts to circumvent them with magic fail automatically.","當三把正確的鑰匙被帶到距離門5尺範圍內時，門會分開，滑回牆內。它們會保持開啟狀態，直到{@creature Aurinax|WDH|奧瑞納克斯}或其他人說出關閉它們的命令詞(""阿扎姆"")。這些鑰匙可以從任一側開啟門。門不能被強行開啟或以任何方式損壞，而且使用魔法繞過它們的嘗試會自動失敗。"
data/5/entries/15/entries/2/entries/3/name,94,HEADING_LABEL,0.99,V2. Entrance Foyer,V2. 入口門廳
data/5/entries/15/entries/2/entries/3/entries/0/items/0,94,NARRATIVE,0.8,"Three age-worn columns support crumbling stone bridges 60 feet overhead, with the ceiling rising another 20 feet beyond that.",三根經年累月的柱子支撐著上方60尺處破敗的石橋，而天花板在石橋上方再升高20尺。
data/5/entries/15/entries/2/entries/3/entries/0/items/1,94,NARRATIVE,0.8,"Set into alcoves are twelve sets of double doors made of iron. Each door is 10 feet wide, 10 feet high, and embossed with images of dwarf warriors in plate armor.",在壁龕中設有十二套鐵製的雙門。每扇門寬10尺，高10尺，上面鑲嵌著穿著板甲的矮人戰士的影象。
data/5/entries/15/entries/2/entries/3/entries/1/name,94,HEADING_LABEL,0.99,Crumbling Bridges,破敗的橋樑
data/5/entries/15/entries/2/entries/3/entries/1/entries/0,94,MIXED,0.85,"The bridges connect {@area V4|23f} to adamantine doors that seal off areas V6, V7, and V8. The eastern half of the northern bridge and the western half of the southern bridge are unstable. Either bridge collapses if more than 150 pounds of weight is applied to it. A creature standing on a section of bridge when it collapses must succeed on a {@dc 15} Dexterity saving throw or fall 60 feet to the floor below.",橋樑連線了 {@area V4|23f} 到精金門，這些門封住了區域 V6、V7 和 V8。北部橋樑的東半部和南部橋樑的西半部都不穩固。如果任一座橋樑承受超過 150 磅的重量，它就會坍塌。當橋樑坍塌時，站在橋樑某部分的生物必須成功透過一次 {@dc 15} 敏捷豁免檢定，否則會墜落 60 尺到下面的地面。
data/5/entries/15/entries/2/entries/3/entries/1/entries/1,94,MIXED,0.85,"The middle bridge has a 15-foot-wide gap in it. A character can clear this gap with a running jump-but part of the bridge breaks away under the character's feet on landing, forcing the character to succeed on a {@dc 15} Dexterity saving throw or fall to the floor below.",中間橋樑有一個 15 尺寬的缺口。角色可以透過助跑跳躍越過這個缺口——但橋樑的一部分會在角色著陸時在腳下斷裂，迫使角色成功透過一次 {@dc 15} 敏捷豁免檢定，否則會跌落到下方的地板上。
data/5/entries/15/entries/2/entries/3/entries/2/name,95,HEADING_LABEL,0.99,Iron Doors,鐵門
data/5/entries/15/entries/2/entries/3/entries/2/entries/0,95,NARRATIVE,0.8,Ten of the double doors are false and refuse to budge. The two sets of doors at the northern end of the west wall push open to reveal {@area V3|23d} beyond.,十套雙門是假門，無法移動。西牆北端的兩套門推開後會顯露出{@area V3|23d}。
data/5/entries/15/entries/2/entries/4/name,95,HEADING_LABEL,0.99,V3. Stairs and Fresco,V3. 樓梯和壁畫
data/5/entries/15/entries/2/entries/4/entries/0,95,NARRATIVE,0.8,This hall has the following features:,這個大廳有以下特點：
data/5/entries/15/entries/2/entries/4/entries/1/items/0,95,NARRATIVE,0.8,"At the south end of this chamber, expertly carved stairs climb 70 feet to {@area V4|23f}.",在這個房間的南端，由專家雕刻的樓梯向上攀升70尺到達{@area V4|23f}。
data/5/entries/15/entries/2/entries/4/entries/1/items/1,95,NARRATIVE,0.8,The north wall bears a 20-foot-square fresco that depicts dwarves battling goblins.,北牆上面有一幅20尺見方的壁畫，描繪了矮人與地精戰鬥的場景。
data/5/entries/15/entries/2/entries/4/entries/2/name,95,HEADING_LABEL,0.99,Enthralling Fresco,迷人的壁畫
data/5/entries/15/entries/2/entries/4/entries/2/entries/0,95,MIXED,0.85,"A {@spell detect magic} spell reveals an aura of enchantment magic on the fresco. Any creature within 30 feet of the fresco that can see it must succeed on a {@dc 12} Wisdom saving throw or be {@condition charmed} by it for 24 hours. While {@condition charmed} in this way, the creature can't willingly move out of sight of the fresco and defends it to the death. If forcibly moved away from the fresco, the creature tries to find its way back. The creature can't rest while under this effect. After 24 hours, the creature gains one level of {@condition exhaustion} and can repeat the saving throw if it can still see the fresco, ending the effect on a success. A creature that succeeds on the saving throw is immune to the effect of the fresco for 24 hours. Destroying at least one 10-foot-square section of the fresco ends the effect for all creatures. Each 10-foot-square section has AC 17, 25 hit points, and immunity to poison and psychic damage.",一個 {@spell detect magic||偵測魔法} 法術會揭示壁畫上附魔魔法的光環。任何在壁畫30尺內並能看見它的生物必須成功透過一個 {@dc 12} 的感知豁免檢定，否則將被 {@condition charmed||魅惑} 24小時。當以這種方式被 {@condition charmed||魅惑} 時，生物無法自願離開壁畫的視線範圍，並會誓死保護它。如果被強行移離壁畫，生物會試圖找到回去的路。在這種效果下，生物無法休息。24小時後，生物獲得一級 {@condition exhaustion||力竭}，並且如果它仍能看見壁畫，可以重複進行豁免檢定，成功時效果終止。成功進行豁免檢定的生物在24小時內對該壁畫的效果免疫。摧毀至少一個10尺見方的壁畫部分會終止對所有生物的效果。每個10尺見方的部分具有AC 17，25點生命值，並對毒素和心靈傷害免疫。
data/5/entries/15/entries/2/entries/5/name,95,HEADING_LABEL,0.99,V4. Hall of Moradin,V4. 摩拉丁大廳
data/5/entries/15/entries/2/entries/5/entries/0,95,NARRATIVE,0.8,This 20-foot-high hall has the following features:,這個20尺高的大廳有以下特點：
data/5/entries/15/entries/2/entries/5/entries/1/items/0,95,NARRATIVE,0.8,"Three pillars running the length of the hall are carved to resemble warhammers, with their square heads pressed against the floor.",大廳裡縱向排列的三根柱子被雕刻成戰錘的形狀，它們的方形頭部緊貼在地板上。
data/5/entries/15/entries/2/entries/5/entries/1/items/1,95,NARRATIVE,0.8,"The west wall bears a cracked mosaic that depicts a dwarf smith at a forge, crafting dwarves out of black metal and {@item diamond||diamonds}. (In the south end of the wall is a secret door.)",西牆上有一幅破裂的馬賽克，描繪了一個矮人鐵匠在鍛造爐前，用黑色的金屬和{@item diamond||鑽石}鍛造矮人。（在牆的南端有一扇秘密門。）
data/5/entries/15/entries/2/entries/5/entries/1/items/2,95,NARRATIVE,0.8,"Three archways in the east wall lead to crumbling bridges that span the entrance foyer ({@area V2|23a}) and end in front of adamantine doors (leading to areas V6, V7, and V8).",東牆上的三個拱門通向橫跨入口門廳（{@area V2|23a}）的破敗橋樑，並在通往V6、V7和V8區域的精金門前結束。
data/5/entries/15/entries/2/entries/5/entries/2/name,95,HEADING_LABEL,0.99,Black Pudding,黑布丁
data/5/entries/15/entries/2/entries/5/entries/2/entries/0,95,DM_INSTRUCTION,0.85,"A little more than halfway down the hall, a section of the western mural has broken off, forming a heap of shattered tile on the floor. A crack in the wall conceals a {@creature black pudding} that gushes out and attacks characters who inspect the damage.",在大廳的稍過一半處，西邊壁畫的一部分已經脫落，在地板上形成了一堆破碎的瓦片。牆上的一條裂縫隱藏著一個{@creature black pudding||黑布丁}，它會湧出來攻擊檢查損壞的角色。
data/5/entries/15/entries/2/entries/5/entries/3/name,95,HEADING_LABEL,0.99,Secret Door,暗門
data/5/entries/15/entries/2/entries/5/entries/3/entries/0,95,MIXED,0.85,"A character who searches the hall for secret doors and succeeds on a {@dc 17} Wisdom (Perception) check notices the outline of a secret door that leads to {@area V5|242}. The door opens automatically when a dwarf (or a creature transformed into a dwarf with an {@spell alter self} spell or similar magic) touches it; otherwise, a successful {@dc 17} Strength (Athletics) check is needed to push open the heavy door.",一個在廳內搜尋密門併成功透過 {@dc 17} 感知（感知）檢定的角色會注意到一扇通往 {@area V5|242} 的密門的輪廓。當一名矮人（或被 {@spell alter self||變身術} 或其他類似法術轉變為矮人的生物）觸碰到門時，門會自動開啟；否則，需要一個成功的 {@dc 17} 力量（運動）檢定來推開這扇厚重的門。
data/5/entries/15/entries/2/entries/6/name,96,HEADING_LABEL,0.99,V5. Secret Room,V5. 秘密房間
data/5/entries/15/entries/2/entries/6/entries/0,96,NARRATIVE,0.8,"This dust-filled room has lain untouched since the time of the Delzoun dwarves. Green copper urns on platforms overflow with coins, gems, and more.",這個充滿灰塵的房間自德爾宗矮人時代以來就未被觸動過。平臺上的綠色銅質甕中溢位了硬幣、寶石和更多的東西。
data/5/entries/15/entries/2/entries/6/entries/1/name,96,HEADING_LABEL,0.99,Treasure,寶藏
data/5/entries/15/entries/2/entries/6/entries/1/entries/0,96,NARRATIVE,0.8,This room holds five copper urns (worth 25 gp each). Urn 1 contains five tourmalines (worth 100 gp each) mixed in with 200 cp. Urn 2 contains a {@item ring of warmth} mixed in with ten ordinary gold rings (worth 25 gp each) and 650 sp. Urn 3 is piled high with 250 gp. Urn 4 holds 33 blue quartz gemstones (worth 10 gp each). Urn 5 holds a 9-inch-tall silver statuette of a dwarf priest of Moradin with amethyst eyes (worth 250 gp and weighing 10 pounds).,這個房間有五個銅甕（每個價值25金幣）。甕1裝有五顆電氣石（每顆價值100金幣），與200銅幣混合在一起。甕2裝有一枚{@item ring of warmth||溫暖戒指}，與十個普通金戒指（每個價值25金幣）和650銀幣混合在一起。甕3堆滿了250金幣。甕4裝有33顆藍色石英寶石（每顆價值10金幣）。甕5裝有一個9吋高的銀製矮人牧師摩拉丁雕像，眼睛是紫水晶製成的（價值250金幣，重10磅）。
data/5/entries/15/entries/2/entries/7/name,96,HEADING_LABEL,0.99,V6. Hammer and Anvil,V6. 錘子與鐵砧
data/5/entries/15/entries/2/entries/7/entries/0,96,MIXED,0.85,"The adamantine door to this room has an {@spell arcane lock} spell cast on it, but it swings open when a dwarf or a creature transformed into a dwarf touches it. Another creature can force it open with a successful {@dc 21} Strength (Athletics) check. A {@spell knock} spell or similar magic also opens it. The door swings into the room on stiff adamantine hinges.",通往這個房間的精金門上被施放了{@spell arcane lock||秘法鎖}法術，但當矮人或變成矮人的生物觸碰它時，門會自行開啟。其他生物可以透過一次成功的{@dc 21}力量（運動）檢定強行開啟它。{@spell knock||敲擊術}法術或類似的魔法也能將其開啟。門透過堅固的精金鉸鏈向內旋轉開啟。
data/5/entries/15/entries/2/entries/7/entries/1/items/0,96,NARRATIVE,0.8,"The north, east, and south walls of this 20-foot-high room are adorned with dust-covered frescoes depicting dwarf smiths at work in their forges.",這個20尺高的房間的北面、東面和南面的牆壁上裝飾著覆蓋著灰塵的壁畫，描繪了矮人鐵匠在他們的鍛造爐中工作的情景。
data/5/entries/15/entries/2/entries/7/entries/1/items/1,96,NARRATIVE,0.8,An iron anvil sits atop a raised stone block in the middle of the floor. Both fixtures are draped in cobwebs.,一個鐵砧位於地板中央的一個隆起的石塊上。兩者都被蜘蛛網覆蓋。
data/5/entries/15/entries/2/entries/7/entries/2/name,96,HEADING_LABEL,0.99,Frescoes,壁畫
data/5/entries/15/entries/2/entries/7/entries/2/entries/0,96,MIXED,0.85,"A character who inspects the wall frescoes and succeeds on a {@dc 10} Wisdom (Perception) check notices that the stone hammer being wielded by the smith in the fresco on the south wall can be taken away from where it rests. When removed, it leaves a hammer-shaped indentation in the wall. Etched into the side of the hammer that was facing the wall is the following inscription in Dwarvish runes: ""Let hearts be lifted and battles won."" The hammer must be removed from its indentation for the inscription to be seen.","一個角色若檢查壁畫並在進行一次 {@dc 10} 感知（感知）檢定中成功，會注意到南牆壁畫中鐵匠所持的石錘可以從其原位取下。當取下後，牆上會留下一個錘形的凹痕。在錘子面向牆壁的那一側刻有如下矮人符文銘文：""願心靈振奮，戰鬥得勝。"" 必須將錘子從凹痕中取出，才能看到這段銘文。"
data/5/entries/15/entries/2/entries/7/entries/3/name,96,HEADING_LABEL,0.99,Iron Anvil,鐵砧
data/5/entries/15/entries/2/entries/7/entries/3/entries/0,96,DM_INSTRUCTION,0.85,"If the characters clear away the cobwebs, they see an inscription on the front of the stone block. Written in Dwarvish runes, it reads as follows: ""Let the hammer fall and the anvil ring.""",如果角色們清除掉蜘蛛網，他們會在石塊的正面看到一段銘文。用矮人符文寫成，內容如下：'讓錘子落下，鐵砧響起。'
data/5/entries/15/entries/2/entries/7/entries/3/entries/1,96,MIXED,0.85,"If the anvil is struck by the stone hammer that was taken from the wall, each creature in the room that can hear the anvil ring gains 10 temporary hit points that last for 24 hours. Once the anvil has bestowed this gift, it can't do so again for 24 hours.",如果鐵砧被從牆上取下的石錘擊中，房間中每個能聽到鐵砧響聲的生物將獲得持續24小時的10點臨時生命值。一旦鐵砧賦予了這份禮物，它在接下來的24小時內就不能再這樣做了。
data/5/entries/15/entries/2/entries/8/name,96,HEADING_LABEL,0.99,V7. Dumathoin's Secret,V7. 杜馬索因的秘密
data/5/entries/15/entries/2/entries/8/entries/0,96,NARRATIVE,0.8,This room is sealed by an adamantine door similar to the one in {@area V6|244}. The room contains the following features:,這個房間被一扇與{@area V6|244}中的相似的精金門封閉。房間裡包含以下特點：
data/5/entries/15/entries/2/entries/8/entries/1/items/0,96,NARRATIVE,0.8,"Four suits of rusted plate armor sans helmets, sized for a dwarf, stand in the corners of this 20-foot-high room. Each suit is draped in cobwebs.",四套沒有頭盔、鏽跡斑斑的板甲，尺寸適合矮人，擺放在這個20尺高的房間的四個角落。每套盔甲上都覆蓋著蜘蛛網。
data/5/entries/15/entries/2/entries/8/entries/1/items/1,96,NARRATIVE,0.8,"Dwarvish runes are carved into the far wall. The inscription reads, ""A secret never before told will part Dumathoin's lips.""","矮人符文被雕刻在遠牆上。銘文內容為：""一個從未被講述的秘密將揭開杜馬索因的嘴唇。"""
data/5/entries/15/entries/2/entries/8/entries/2,96,RULE,0.9,A successful {@dc 14} Intelligence (Religion) check identifies Dumathoin as the dwarven god of secrets. Any dwarf character automatically knows this.,成功的 {@dc 14} 智力（宗教）檢定可識別出杜馬松是矮人的秘密之神。任何矮人角色自動知曉這一點。
data/5/entries/15/entries/2/entries/8/entries/3/name,96,HEADING_LABEL,0.99,Secret Stair,秘密樓梯
data/5/entries/15/entries/2/entries/8/entries/3/entries/0,96,DM_INSTRUCTION,0.85,"The engraving on the wall is a clue that this room holds a secret, specifically a trapdoor so well hidden that it can't be found by using magic or searching. But when any creature in the room speaks aloud a secret, the trapdoor flips open, giving access to a spiral stone staircase that descends 120 feet to {@area V9|24b}. The spoken admission must be true, and it must be something the character has not previously revealed.",牆上的雕刻是一個線索，表明這個房間隱藏著一個秘密，具體來說是一個如此隱蔽的陷阱門，以至於無法透過使用魔法或搜尋來找到。但是，當房間中的任何生物大聲說出一個秘密時，陷阱門就會翻轉開啟，露出一個螺旋形的石質樓梯，向下延伸120尺至{@area V9|24b}。所說的告白必須是真實的，並且是角色之前未曾透露過的。
data/5/entries/15/entries/2/entries/9/name,96,HEADING_LABEL,0.99,V8. Ol' Fire Eyes,V8. 老火眼
data/5/entries/15/entries/2/entries/9/entries/0,96,NARRATIVE,0.8,This room has the following features:,這個房間有以下特點：
data/5/entries/15/entries/2/entries/9/entries/1/items/0,96,NARRATIVE,0.8,A 10-foot-tall painted statue of an armored male dwarf wielding a battleaxe and wearing a mask stands at the back of this 20-foot-high room.,一個20尺高的房間的後部，矗立著一尊10尺高的彩繪雕像，雕像是一個身穿盔甲的男性矮人，手持戰斧，戴著面具。
data/5/entries/15/entries/2/entries/9/entries/1/items/1,96,NARRATIVE,0.8,"Before the statue, set into the floor, is an adamantine trapdoor with a pull ring along one side.",在雕像前，嵌入地板的是一個帶有一側拉環的精金陷阱門。
data/5/entries/15/entries/2/entries/9/entries/2/name,96,HEADING_LABEL,0.99,Trap,陷阱
data/5/entries/15/entries/2/entries/9/entries/2/entries/0,96,MIXED,0.85,"A successful {@dc 17} Intelligence (Religion) check enables a character to recognize the statue as a depiction of Gorm Gulthyn, the dwarven god of vigilance also known as Fire Eyes. The statue melds seamlessly with the floor and can't be toppled. It also seems impervious to damage. A {@spell detect magic} spell reveals an aura of evocation magic on the statue.",成功的 {@dc 17} 智力（宗教）檢定使角色能夠認出雕像為戈姆·古爾辛的描繪，即矮人的警戒之神，也被稱為火眼。雕像與地板無縫融合，無法被推倒。它似乎也對傷害免疫。一個 {@spell detect magic||偵測魔法} 法術揭示了雕像上散發出的咒法魔法光環。
data/5/entries/15/entries/2/entries/9/entries/2/entries/1,96,MIXED,0.85,"The trapdoor is false and can't be lifted. Anyone who touches the trapdoor or its pull ring must succeed on a {@dc 18} Dexterity saving throw or be struck by rays of magical fire that spring from the statue's eyes, dealing 22 ({@dice 4d10}) fire damage. The trap doesn't trigger if the target has {@quickref Cover||3||total cover}.",這個活板門是虛假的，無法被抬起。任何觸碰活板門或其拉環的人必須成功透過一個 {@dc 18} 的敏捷豁免檢定，否則會被雕像眼中射出的魔法火焰射線擊中，造成 22 點（{@dice 4d10}）火焰傷害。如果目標有 {@quickref Cover||3||掩護}，陷阱不會觸發。
data/5/entries/15/entries/2/entries/9/entries/3/title,96,HEADING_LABEL,0.85,Barok Clanghammer,巴洛克·鏗鎚
data/5/entries/15/entries/2/entries/10/name,96,HEADING_LABEL,0.99,V9. Main Vault,V9. 主金庫
data/5/entries/15/entries/2/entries/10/entries/0,96,DM_INSTRUCTION,0.85,"When the characters arrive here for the first time, read:",當角色們第一次到達這裡時，請閱讀：
data/5/entries/15/entries/2/entries/10/entries/1/entries/0,96,READ_ALOUD,0.99,"Although deep underground, this vault is lit by streams of sunlight that pour down from the ceiling, catching motes of dust in their luminous pools. Ornate columns support a thirty-foot-high vaulted ceiling, which is adorned with carvings of dwarves basking in the presence of their gods. Deep alcoves line the walls, and piled in one of them is a vast golden trove.",儘管位於地下深處，這個金庫被從天花板傾瀉而下的日光流照亮，這些光線在它們明亮的光池中捕捉到了塵埃顆粒。裝飾華麗的柱子支撐著一個三十尺高的拱形天花板，天花板上裝飾著矮人沐浴在他們神明面前的雕刻。深深的壁龕排列在牆壁上，其中一個壁龕裡堆滿了巨大的金色寶藏。
data/5/entries/15/entries/2/entries/10/entries/1/entries/1,96,READ_ALOUD,0.99,,
data/5/entries/15/entries/2/entries/10/entries/1/entries/2,96,READ_ALOUD,0.99,"Out of the dusty gloom steps an aged dwarf clutching a staff carved and painted to resemble a pair of entwined dragons-one red, one gold. Despite the dwarf's age, his eyes are steady and bright. ""I wasn't expecting anyone,"" he says plainly. ""As you can see, the place is a mess. Perhaps you should come back later, after I've tidied up a bit.""","從滿是灰塵的昏暗中走來一個年邁的矮人，他緊握著一根雕刻並漆成一對纏繞的龍形的手杖——一條紅色，一條金色。儘管這個矮人年紀已大，但他的眼神堅定而明亮。""我沒想到會有人來，""他直截了當地說。""正如你所見，這裡一團糟。也許你們應該在我稍微整理一下之後再回來。"""
data/5/entries/15/entries/2/entries/10/entries/2,96,DM_INSTRUCTION,0.85,"The dwarf, who calls himself Barok Clanghammer, is really the {@creature adult gold dragon} {@creature Aurinax|WDH} (see {@adventure appendix B|WDH|12}) in disguise. He guards the gold for Lord Dagult Neverember and holds the {@item dragonstaff of Ahghairon|WDH} (see {@adventure appendix A|WDH|11}) in exchange for his services. Dealing with the gold dragon presents an unusual challenge for the characters, and a peaceful resolution is more likely to benefit them than a violent one.",這位自稱巴洛克·鏗鎚的矮人，實際上是偽裝的{@creature adult gold dragon||成年金龍}{@creature Aurinax|WDH|奧瑞納克斯}（見{@adventure 附錄 B|WDH|12}）。他守護著達格魯特·無燼領主的黃金，並持有{@item dragonstaff of Ahghairon|WDH|阿蓋爾倫的龍杖}（見{@adventure 附錄A|WDH|11}）作為其服務的交換。與金龍打交道對角色們來說是一項不尋常的挑戰，和平解決比暴力對抗更可能對他們有利。
data/5/entries/15/entries/2/entries/10/entries/3,96,NARRATIVE,0.8,"{@creature Aurinax|WDH} is patient, wise, merciful, and vigilant. He remains in humanoid form until combat breaks out, since he can't easily carry the {@item dragonstaff of Ahghairon|WDH} in dragon form. The dragon attacks only in defense of itself, the staff, or the gold. The only individuals authorized to remove the gold under {@creature Aurinax|WDH}'s watch are Dagult Neverember and his appointed vassals, none of whom are currently in Waterdeep.",{@creature Aurinax|WDH|奧瑞納克斯} 耐心、智慧、仁慈且警覺。他一直保持人形，直到戰鬥爆發，因為在龍形態下他不容易攜帶{@item dragonstaff of Ahghairon|WDH|阿蓋爾倫的龍杖}。龍只在自衛、保護法杖或黃金時才會攻擊。在{@creature Aurinax|WDH|奧瑞納克斯}的看守下，唯一被授權移走黃金的人是達格魯特·無燼和他的指定封臣，而目前他們都不在深水城。
data/5/entries/15/entries/2/entries/10/entries/4,96,MIXED,0.85,"The characters can try to convince {@creature Aurinax|WDH} that they have come on Neverember's behalf. Since he has never met them before or heard Neverember mention them by name, {@creature Aurinax|WDH} is doubtful of their story. Fooling the dragon requires each character within his line of sight to succeed on a Charisma (Deception) check contested by the dragon's Wisdom (Insight) check. If even one character loses the contest, {@creature Aurinax|WDH} senses that the group is lying to him. These checks are made with advantage if {@creature Renaer Neverember|wdh} is with the party, since the dragon remembers meeting Renaer when he was but a child and can easily imagine a scenario in which Dagult Neverember might use his son as his vassal. (The dragon knows nothing of the animosity between Renaer and his father.)",角色們可以嘗試說服{@creature Aurinax|WDH|奧瑞納克斯}，他們是代表無燼而來。由於他以前從未見過他們，也從未聽無燼提及過他們的名字，{@creature Aurinax|WDH|奧瑞納克斯}對他們的故事持懷疑態度。欺騙這條龍需要在他視線範圍內的每個角色成功進行一次魅力（欺瞞）檢定，與龍的感知（洞悉）檢定相對抗。即使只有一個角色在對抗中失敗，{@creature Aurinax|WDH|奧瑞納克斯}也會感覺到這個團隊在對他撒謊。如果{@creature Renaer Neverember|wdh|瑞納爾·無燼}與隊伍在一起，這些檢定將獲得優勢，因為龍記得他小時候曾經見過瑞納爾，並且可以輕易想象達格魯特無燼可能使用他的兒子作為他的臣民的情況。（龍對瑞納爾和他父親之間的敵意一無所知。）
data/5/entries/15/entries/2/entries/10/entries/5,96,MIXED,0.85,"The characters can try to convince the noble dragon that Lord Neverember embezzled the gold from the people of Waterdeep, and that it would be fair and just to see the coin safely returned to its rightful owners. Deep down, {@creature Aurinax|WDH} knows where the gold came from, but the dragon has allowed his greed and his agreement with Lord Neverember to cloud his moral judgment. With a successful {@dc 18} Charisma (Persuasion) check, a character can talk the dragon into allowing the gold to be returned to the people to whom it rightfully belongs. The check is made with advantage if the characters brought a prominent city official with them, such as {@creature Mirt|WDH} or {@creature Vajra Safahr|WDH}, or if one of the characters professes to be a worshiper of Bahamut.",角色們可以嘗試說服高貴的巨龍，認為無燼勳爵貪汙了深水城居民民的黃金，並且將金幣安全歸還給其合法所有者是公平和公正的。內心深處，{@creature Aurinax|WDH|奧瑞納克斯}知道這些黃金的來源，但巨龍讓貪婪和他與無燼勳爵的協議模糊了他的道德判斷。透過一次成功的{@dc 18}魅力（說服）檢定，一個角色可以說服巨龍允許將黃金歸還給其合法主人。如果角色們帶來了一位顯赫的城市官員，比如{@creature Mirt|WDH|米爾特}或{@creature Vajra Safahr|WDH|瓦婕拉·莎法爾}，或者其中一個角色自稱是巴哈姆特的崇拜者，則該檢定將獲得優勢。
data/5/entries/15/entries/2/entries/10/entries/6,96,MIXED,0.85,"Any Charisma (Intimidation) check made to influence {@creature Aurinax|WDH} automatically fails. After the first such attempt, all future Charisma checks made by the party to influence {@creature Aurinax|WDH} have disadvantage.",任何試圖影響{@creature Aurinax|WDH|奧瑞納克斯}的魅力（威嚇）檢定都會自動失敗。在第一次這樣的嘗試之後，該隊伍未來所有試圖影響{@creature Aurinax|WDH|奧瑞納克斯}的魅力檢定都將處於劣勢。
