english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes
School of Evocation,subclass,Wizard,Evocation,PHB,classic; classic-or-other,2,data/class/class-wizard.json,/subclass/8/name,subclass: School of Evocation,塑能學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
School of Illusion,subclass,Wizard,Illusion,PHB,classic; classic-or-other,2,data/class/class-wizard.json,/subclass/10/name,subclass: School of Illusion,幻術學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
School of Necromancy,subclass,Wizard,Necromancy,PHB,classic; classic-or-other,2,data/class/class-wizard.json,/subclass/12/name,subclass: School of Necromancy,死靈學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
School of Transmutation,subclass,Wizard,Transmutation,PHB,classic; classic-or-other,2,data/class/class-wizard.json,/subclass/14/name,subclass: School of Transmutation,變化學派,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Scion of the Three,subclass,Rogue,Scion of the Three,FRHoF,one,1,data/class/class-rogue.json,/subclass/22/name,subclass: Scion of the Three,,,pending,,0.50,
Scout,subclass,Rogue,Scout,XGE,classic; classic-or-other,2,data/class/class-rogue.json,/subclass/10/name,subclass: Scout,斥侯,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Shadow Magic,subclass,Sorcerer,Shadow,XGE,classic; classic-or-other,2,data/class/class-sorcerer.json,/subclass/8/name,subclass: Shadow Magic,幽影魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Shadow Sorcery,subclass,Sorcerer,Shadow,RHW,one,1,data/class/class-sorcerer.json,/subclass/23/name,subclass: Shadow Sorcery,,,pending,,0.50,
Solidarity Domain (PSA),subclass,Cleric,Solidarity (PSA),PSA,classic; classic-or-other,2,data/class/class-cleric.json,/subclass/22/name,subclass: Solidarity Domain (PSA),,,pending,,0.50,
Soulknife,subclass,Rogue,Soulknife,TCE; XPHB,classic; classic-or-other; one,3,data/class/class-rogue.json,/subclass/16/name,subclass: Soulknife,魂刃,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Spellfire Sorcery,subclass,Sorcerer,Spellfire,FRHoF,one,1,data/class/class-sorcerer.json,/subclass/22/name,subclass: Spellfire Sorcery,,,pending,,0.50,
Storm Sorcery,subclass,Sorcerer,Storm,XGE,classic; classic-or-other,2,data/class/class-sorcerer.json,/subclass/10/name,subclass: Storm Sorcery,暴風術法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Strength Domain (PSA),subclass,Cleric,Strength (PSA),PSA,classic; classic-or-other,2,data/class/class-cleric.json,/subclass/24/name,subclass: Strength Domain (PSA),,,pending,,0.50,
Swarmkeeper,subclass,Ranger,Swarmkeeper,TCE,classic; classic-or-other,2,data/class/class-ranger.json,/subclass/12/name,subclass: Swarmkeeper,集羣守衛,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Swashbuckler,subclass,Rogue,Swashbuckler,XGE,classic; classic-or-other,2,data/class/class-rogue.json,/subclass/12/name,subclass: Swashbuckler,風流劍客,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Tempest Domain,subclass,Cleric,Tempest,PHB,classic; classic-or-other,2,data/class/class-cleric.json,/subclass/8/name,subclass: Tempest Domain,暴風領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Archfey,subclass,Warlock,Archfey,PHB,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/0/name,subclass: The Archfey,至高妖精,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Celestial,subclass,Warlock,Celestial,XGE,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/8/name,subclass: The Celestial,天界宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Fathomless,subclass,Warlock,Fathomless,TCE,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/12/name,subclass: The Fathomless,深海意志,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Fiend,subclass,Warlock,Fiend,PHB,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/2/name,subclass: The Fiend,邪魔宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Genie,subclass,Warlock,Genie,TCE,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/14/name,subclass: The Genie,巨靈宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Great Old One,subclass,Warlock,Great Old One,PHB,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/4/name,subclass: The Great Old One,舊日支配者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Hexblade,subclass,Warlock,Hexblade,XGE,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/10/name,subclass: The Hexblade,咒劍士,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Undead,subclass,Warlock,Undead,VRGR,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/16/name,subclass: The Undead,死靈宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
The Undying,subclass,Warlock,Undying,SCAG,classic; classic-or-other,2,data/class/class-warlock.json,/subclass/6/name,subclass: The Undying,​不朽者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Thief,subclass,Rogue,Thief,PHB; XPHB,classic; classic-or-other; one,3,data/class/class-rogue.json,/subclass/4/name,subclass: Thief,竊賊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Trickery Domain,subclass,Cleric,Trickery,PHB; XPHB,classic; classic-or-other; one,3,data/class/class-cleric.json,/subclass/10/name,subclass: Trickery Domain,詭術領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Twilight Domain,subclass,Cleric,Twilight,TCE,classic; classic-or-other,2,data/class/class-cleric.json,/subclass/36/name,subclass: Twilight Domain,暮光領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Undead Patron,subclass,Warlock,Undead,RHW,one,1,data/class/class-warlock.json,/subclass/22/name,subclass: Undead Patron,,,pending,,0.50,
War Domain,subclass,Cleric,War,PHB; XPHB,classic; classic-or-other; one,3,data/class/class-cleric.json,/subclass/12/name,subclass: War Domain,戰爭領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
War Magic,subclass,Wizard,War,XGE,classic; classic-or-other,2,data/class/class-wizard.json,/subclass/16/name,subclass: War Magic,戰爭魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Warrior of Mercy,subclass,Monk,Mercy,XPHB,one,1,data/class/class-monk.json,/subclass/20/name,subclass: Warrior of Mercy,,,pending,,0.50,
Warrior of Shadow,subclass,Monk,Shadow,XPHB,one,1,data/class/class-monk.json,/subclass/21/name,subclass: Warrior of Shadow,,,pending,,0.50,
Warrior of the Elements,subclass,Monk,Elements,XPHB,one,1,data/class/class-monk.json,/subclass/22/name,subclass: Warrior of the Elements,,,pending,,0.50,
Warrior of the Open Hand,subclass,Monk,Open Hand,XPHB,one,1,data/class/class-monk.json,/subclass/23/name,subclass: Warrior of the Open Hand,,,pending,,0.50,
Way of Mercy,subclass,Monk,Mercy,TCE,classic; classic-or-other,2,data/class/class-monk.json,/subclass/14/name,subclass: Way of Mercy,命流宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Way of Shadow,subclass,Monk,Shadow,PHB,classic; classic-or-other,2,data/class/class-monk.json,/subclass/0/name,subclass: Way of Shadow,暗影宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Way of the Ascendant Dragon,subclass,Monk,Ascendant Dragon,FTD,classic; classic-or-other,2,data/class/class-monk.json,/subclass/18/name,subclass: Way of the Ascendant Dragon,,,pending,,0.50,
Way of the Astral Self,subclass,Monk,Astral Self,TCE,classic; classic-or-other,2,data/class/class-monk.json,/subclass/16/name,subclass: Way of the Astral Self,星我宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Way of the Drunken Master,subclass,Monk,Drunken Master,XGE,classic; classic-or-other,2,data/class/class-monk.json,/subclass/8/name,subclass: Way of the Drunken Master,醉拳宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Way of the Four Elements,subclass,Monk,Four Elements,PHB,classic; classic-or-other,2,data/class/class-monk.json,/subclass/2/name,subclass: Way of the Four Elements,四象宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Way of the Kensei,subclass,Monk,Kensei,XGE,classic; classic-or-other,2,data/class/class-monk.json,/subclass/10/name,subclass: Way of the Kensei,劍聖宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Way of the Long Death,subclass,Monk,Long Death,SCAG,classic; classic-or-other,2,data/class/class-monk.json,/subclass/6/name,subclass: Way of the Long Death,永亡宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Way of the Open Hand,subclass,Monk,Open Hand,PHB,classic; classic-or-other,2,data/class/class-monk.json,/subclass/4/name,subclass: Way of the Open Hand,散打宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Way of the Sun Soul,subclass,Monk,Sun Soul,XGE,classic; classic-or-other,2,data/class/class-monk.json,/subclass/12/name,subclass: Way of the Sun Soul,日魂宗,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Wild Magic,subclass,Sorcerer,Wild,PHB,classic; classic-or-other,2,data/class/class-sorcerer.json,/subclass/2/name,subclass: Wild Magic,狂野魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Wild Magic Sorcery,subclass,Sorcerer,Wild Magic,XPHB,one,1,data/class/class-sorcerer.json,/subclass/21/name,subclass: Wild Magic Sorcery,,,pending,,0.50,
Winter Walker,subclass,Ranger,Winter Walker,FRHoF,one,1,data/class/class-ranger.json,/subclass/20/name,subclass: Winter Walker,,,pending,,0.50,
Zeal Domain (PSA),subclass,Cleric,Zeal (PSA),PSA,classic; classic-or-other,2,data/class/class-cleric.json,/subclass/26/name,subclass: Zeal Domain (PSA),,,pending,,0.50,
Aberrant Mind,subclass-feature,Sorcerer,Aberrant Mind,TCE,classic-or-other,2,data/class/class-sorcerer.json,/subclassFeature/24/name,subclass-feature: Aberrant Mind,畸變心智,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aberrant Sorcery,subclass-feature,Sorcerer,Aberrant,XPHB,one,1,data/class/class-sorcerer.json,/subclassFeature/79/name,subclass-feature: Aberrant Sorcery,,,pending,,0.50,
Abjuration Savant,subclass-feature,Wizard,Abjuration; Abjurer,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/12/name,subclass-feature: Abjuration Savant,防護學者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Abjure Enemy,subclass-feature,Paladin,Vengeance,PHB,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/27/name,subclass-feature: Abjure Enemy,,,pending,,0.50,
Abjure the Extraplanar,subclass-feature,Paladin,Watchers,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/57/name,subclass-feature: Abjure the Extraplanar,驅散異域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Abjurer,subclass-feature,Wizard,Abjurer,XPHB,one,1,data/class/class-wizard.json,/subclassFeature/97/name,subclass-feature: Abjurer,,,pending,,0.50,
Absorb Spells,subclass-feature,Sorcerer,Spellfire,FRHoF,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/62/name,subclass-feature: Absorb Spells,,,pending,,0.50,
Accursed Specter,subclass-feature,Warlock,Hexblade,XGE,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/48/name,subclass-feature: Accursed Specter,咒縛幽靈,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Acolyte of Nature,subclass-feature,Cleric,Nature,PHB,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/32/name,subclass-feature: Acolyte of Nature,自然侍祭,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Acolyte of Strength,subclass-feature,Cleric,Strength (PSA),PSA,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/79/name,subclass-feature: Acolyte of Strength,,,pending,,0.50,
Additional Arcane Shot Option,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,4,data/class/class-fighter.json,/subclassFeature/67/name,subclass-feature: Additional Arcane Shot Option,額外祕法射擊選項,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Additional Fighting Style,subclass-feature,Fighter,Champion,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/24/name,subclass-feature: Additional Fighting Style,額外戰鬥風格,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Additional Magical Secrets,subclass-feature,Bard,Lore,PHB,classic-or-other,1,data/class/class-bard.json,/subclassFeature/3/name,subclass-feature: Additional Magical Secrets,額外魔法祕密,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Additional Maneuvers,subclass-feature,Fighter,Battle Master,PHB,classic-or-other,3,data/class/class-fighter.json,/subclassFeature/12/name,subclass-feature: Additional Maneuvers,額外戰技,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Additional Rune Known,subclass-feature,Fighter,Rune Knight,TCE,classic-or-other,3,data/class/class-fighter.json,/subclassFeature/56/name,subclass-feature: Additional Rune Known,額外符文已知,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Additional Superiority Die,subclass-feature,Fighter,Battle Master,PHB,classic-or-other,2,data/class/class-fighter.json,/subclassFeature/13/name,subclass-feature: Additional Superiority Die,額外卓越骰,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Adjust Density,subclass-feature,Wizard,Graviturgy,EGW,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/7/name,subclass-feature: Adjust Density,調節密度,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Adventurer's Atlas,subclass-feature,Artificer,Cartographer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/33/name,subclass-feature: Adventurer's Atlas,,,pending,,0.50,
Agile Parry,subclass-feature,Monk,Kensei,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/48/name,subclass-feature: Agile Parry,靈巧格檔,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Agile Strikes,subclass-feature,Bard,Dance,XPHB,one,1,data/class/class-bard.json,/subclassFeature/57/name,subclass-feature: Agile Strikes,,,pending,,0.50,
Alchemical Savant,subclass-feature,Artificer,Alchemist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/4/name,subclass-feature: Alchemical Savant,鍊金術掌握,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Alchemist,subclass-feature,Artificer,Alchemist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/0/name,subclass-feature: Alchemist,鍊金師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Alchemist Spells,subclass-feature,Artificer,Alchemist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/1/name,subclass-feature: Alchemist Spells,鍊金師法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Alter Memories,subclass-feature,Wizard,Enchantment,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/34/name,subclass-feature: Alter Memories,改動記憶,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ambition Domain (PSA),subclass-feature,Cleric,Ambition (PSA),PSA,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/62/name,subclass-feature: Ambition Domain (PSA),,,pending,,0.50,
Ambush Master,subclass-feature,Rogue,Scout,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/51/name,subclass-feature: Ambush Master,伏擊大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Among the Dead,subclass-feature,Warlock,Undying,SCAG,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/16/name,subclass-feature: Among the Dead,常伴死亡,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ancestral Protectors,subclass-feature,Barbarian,Ancestral Guardian,XGE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/50/name,subclass-feature: Ancestral Protectors,先祖守護,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ancient Might,subclass-feature,Ranger,Hollow Warden,RHW,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/74/name,subclass-feature: Ancient Might,,,pending,,0.50,
Animal Speaker,subclass-feature,Barbarian,Wild Heart,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/80/name,subclass-feature: Animal Speaker,,,pending,,0.50,
Animating Performance,subclass-feature,Bard,Creation,TCE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/13/name,subclass-feature: Animating Performance,活化表演,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aquatic Affinity,subclass-feature,Druid,Sea,XPHB,one,1,data/class/class-druid.json,/subclassFeature/68/name,subclass-feature: Aquatic Affinity,,,pending,,0.50,
Arcana Domain,subclass-feature,Cleric,Arcana,SCAG,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/94/name,subclass-feature: Arcana Domain,奧祕領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Abeyance,subclass-feature,Wizard,Chronurgy,EGW,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/4/name,subclass-feature: Arcane Abeyance,奧法暫滯,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Archer,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/63/name,subclass-feature: Arcane Archer,魔射手,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Archer Lore,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/64/name,subclass-feature: Arcane Archer Lore,魔射手學識,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Armor,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/7/name,subclass-feature: Arcane Armor,奧能裝甲,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Charge,subclass-feature,Fighter,Eldritch Knight,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/32/name,subclass-feature: Arcane Charge,祕法衝鋒,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Dabbler,subclass-feature,Mystic,Wu Jen,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/34/name,subclass-feature: Arcane Dabbler,,,pending,,0.50,
Arcane Deflection,subclass-feature,Wizard,War,XGE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/73/name,subclass-feature: Arcane Deflection,祕法偏斜,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Firearm,subclass-feature,Artificer,Artillerist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/22/name,subclass-feature: Arcane Firearm,奧法火器,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Initiate,subclass-feature,Cleric,Arcana,SCAG,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/95/name,subclass-feature: Arcane Initiate,奧法學徒,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Jolt,subclass-feature,Artificer,Battle Smith,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/31/name,subclass-feature: Arcane Jolt,奧能震盪,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Mastery,subclass-feature,Cleric,Arcana,SCAG,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/100/name,subclass-feature: Arcane Mastery,奧術宗師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Shot,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/65/name,subclass-feature: Arcane Shot,祕法射擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Shot Options,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/66/name,subclass-feature: Arcane Shot Options,祕法射擊選項,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Trickster,subclass-feature,Rogue,Arcane Trickster,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/0/name,subclass-feature: Arcane Trickster,詭術師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arcane Ward,subclass-feature,Wizard,Abjuration; Abjurer,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/13/name,subclass-feature: Arcane Ward,奧法防護,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Archer,subclass-feature,Druid,Stars,TCE; XPHB,classic-or-other; one,2,data/class/class-druid.json,/subclassFeature/23/name,subclass-feature: Archer,,,pending,,0.50,
Archfey Patron,subclass-feature,Warlock,Archfey,XPHB,one,1,data/class/class-warlock.json,/subclassFeature/66/name,subclass-feature: Archfey Patron,,,pending,,0.50,
Archfey Spells,subclass-feature,Warlock,Archfey,XPHB,one,1,data/class/class-warlock.json,/subclassFeature/67/name,subclass-feature: Archfey Spells,,,pending,,0.50,
Armor Model,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/8/name,subclass-feature: Armor Model,裝甲型號,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Armor Modifications,subclass-feature,Artificer,Armorer,TCE,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/67/name,subclass-feature: Armor Modifications,裝甲改造,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Armor of Hexes,subclass-feature,Warlock,Hexblade,XGE,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/49/name,subclass-feature: Armor of Hexes,巫咒護甲,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Armor Training,subclass-feature,Mystic,Avatar,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/1/name,subclass-feature: Armor Training,,,pending,,0.50,
Armorer,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/9/name,subclass-feature: Armorer,裝甲師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Armorer Spells,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/10/name,subclass-feature: Armorer Spells,裝甲師法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Arms of the Astral Self,subclass-feature,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/28/name,subclass-feature: Arms of the Astral Self,星我之臂,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Artillerist,subclass-feature,Artificer,Artillerist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/18/name,subclass-feature: Artillerist,魔炮師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Artillerist Spells,subclass-feature,Artificer,Artillerist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/19/name,subclass-feature: Artillerist Spells,魔炮師法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Ascendant Aspect,subclass-feature,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/5/name,subclass-feature: Ascendant Aspect,,,pending,,0.50,
Aspect of the Beast,subclass-feature,Barbarian,Totem Warrior,PHB,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/24/name,subclass-feature: Aspect of the Beast,獸之形,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aspect of the Wilds,subclass-feature,Barbarian,Wild Heart,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/82/name,subclass-feature: Aspect of the Wilds,,,pending,,0.50,
Aspect of the Wyrm,subclass-feature,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/4/name,subclass-feature: Aspect of the Wyrm,,,pending,,0.50,
Assassin,subclass-feature,Rogue,Assassin,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/6/name,subclass-feature: Assassin,刺客,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Assassin's Tools,subclass-feature,Rogue,Assassin,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/79/name,subclass-feature: Assassin's Tools,,,pending,,0.50,
Assassinate,subclass-feature,Rogue,Assassin,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/7/name,subclass-feature: Assassinate,刺殺,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aura of Alacrity,subclass-feature,Paladin,Glory,TCE; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/50/name,subclass-feature: Aura of Alacrity,迅捷靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aura of Conquest,subclass-feature,Paladin,Conquest,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/68/name,subclass-feature: Aura of Conquest,征服靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aura of Devotion,subclass-feature,Paladin,Devotion,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/23/name,subclass-feature: Aura of Devotion,奉獻靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aura of Elemental Shielding,subclass-feature,Paladin,Noble Genies,FRHoF,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/88/name,subclass-feature: Aura of Elemental Shielding,,,pending,,0.50,
Aura of Hate,subclass-feature,Paladin,Oathbreaker,DMG,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/5/name,subclass-feature: Aura of Hate,憎恨靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aura of Malevolence,subclass-feature,Rogue,Scion of the Three,FRHoF,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/63/name,subclass-feature: Aura of Malevolence,,,pending,,0.50,
Aura of the Guardian,subclass-feature,Paladin,Redemption,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/77/name,subclass-feature: Aura of the Guardian,護衛靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aura of the Sentinel,subclass-feature,Paladin,Watchers,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/59/name,subclass-feature: Aura of the Sentinel,哨衛靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
Aura of Warding,subclass-feature,Paladin,Ancients,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/14/name,subclass-feature: Aura of Warding,防護靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,
