english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes,final_zh_tw,final_source
Wild Magic Sorcery,subclass,Sorcerer,Wild Magic,XPHB,one,1,data/class/class-sorcerer.json,/subclass/21/name,subclass: Wild Magic Sorcery,,,pending,,0.50,,狂野術法,shuaishuaidnd.cn + OpenCC s2twp
Winter Walker,subclass,Ranger,Winter Walker,FRHoF,one,1,data/class/class-ranger.json,/subclass/20/name,subclass: Winter Walker,,,pending,,0.50,,凜冬行者,shuaishuaidnd.cn + OpenCC s2twp
Zeal Domain (PSA),subclass,Cleric,Zeal (PSA),PSA,classic; classic-or-other,2,data/class/class-cleric.json,/subclass/26/name,subclass: Zeal Domain (PSA),,,pending,,0.50,,熱忱領域(PSA),shuaishuaidnd.cn + OpenCC s2twp
Aberrant Mind,subclass-feature,Sorcerer,Aberrant Mind,TCE,classic-or-other,2,data/class/class-sorcerer.json,/subclassFeature/24/name,subclass-feature: Aberrant Mind,畸變心智,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,畸變心智,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aberrant Sorcery,subclass-feature,Sorcerer,Aberrant,XPHB,one,1,data/class/class-sorcerer.json,/subclassFeature/79/name,subclass-feature: Aberrant Sorcery,,,pending,,0.50,,畸變術法,shuaishuaidnd.cn + OpenCC s2twp
Abjuration Savant,subclass-feature,Wizard,Abjuration; Abjurer,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/12/name,subclass-feature: Abjuration Savant,防護學者,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,防護學者,5eclone.pingstudio.tw (legacy exact ENG_name match)
Abjure Enemy,subclass-feature,Paladin,Vengeance,PHB,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/27/name,subclass-feature: Abjure Enemy,,,pending,,0.50,,破膽叱喝,shuaishuaidnd.cn + OpenCC s2twp
Abjure the Extraplanar,subclass-feature,Paladin,Watchers,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/57/name,subclass-feature: Abjure the Extraplanar,驅散異域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,驅散異域,5eclone.pingstudio.tw (legacy exact ENG_name match)
Abjurer,subclass-feature,Wizard,Abjurer,XPHB,one,1,data/class/class-wizard.json,/subclassFeature/97/name,subclass-feature: Abjurer,,,pending,,0.50,,防護師,shuaishuaidnd.cn + OpenCC s2twp
Absorb Spells,subclass-feature,Sorcerer,Spellfire,FRHoF,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/62/name,subclass-feature: Absorb Spells,,,pending,,0.50,,汲納法術,shuaishuaidnd.cn + OpenCC s2twp
Accursed Specter,subclass-feature,Warlock,Hexblade,XGE,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/48/name,subclass-feature: Accursed Specter,咒縛幽靈,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,咒縛幽靈,5eclone.pingstudio.tw (legacy exact ENG_name match)
Acolyte of Nature,subclass-feature,Cleric,Nature,PHB,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/32/name,subclass-feature: Acolyte of Nature,自然侍祭,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,自然侍祭,5eclone.pingstudio.tw (legacy exact ENG_name match)
Acolyte of Strength,subclass-feature,Cleric,Strength (PSA),PSA,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/79/name,subclass-feature: Acolyte of Strength,,,pending,,0.50,,力量聖徒,shuaishuaidnd.cn + OpenCC s2twp
Additional Arcane Shot Option,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,4,data/class/class-fighter.json,/subclassFeature/67/name,subclass-feature: Additional Arcane Shot Option,額外祕法射擊選項,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外祕法射擊選項,5eclone.pingstudio.tw (legacy exact ENG_name match)
Additional Fighting Style,subclass-feature,Fighter,Champion,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/24/name,subclass-feature: Additional Fighting Style,額外戰鬥風格,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外戰鬥風格,5eclone.pingstudio.tw (legacy exact ENG_name match)
Additional Magical Secrets,subclass-feature,Bard,Lore,PHB,classic-or-other,1,data/class/class-bard.json,/subclassFeature/3/name,subclass-feature: Additional Magical Secrets,額外魔法祕密,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外魔法祕密,5eclone.pingstudio.tw (legacy exact ENG_name match)
Additional Maneuvers,subclass-feature,Fighter,Battle Master,PHB,classic-or-other,3,data/class/class-fighter.json,/subclassFeature/12/name,subclass-feature: Additional Maneuvers,額外戰技,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外戰技,5eclone.pingstudio.tw (legacy exact ENG_name match)
Additional Rune Known,subclass-feature,Fighter,Rune Knight,TCE,classic-or-other,3,data/class/class-fighter.json,/subclassFeature/56/name,subclass-feature: Additional Rune Known,額外符文已知,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外符文已知,5eclone.pingstudio.tw (legacy exact ENG_name match)
Additional Superiority Die,subclass-feature,Fighter,Battle Master,PHB,classic-or-other,2,data/class/class-fighter.json,/subclassFeature/13/name,subclass-feature: Additional Superiority Die,額外卓越骰,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,額外卓越骰,5eclone.pingstudio.tw (legacy exact ENG_name match)
Adjust Density,subclass-feature,Wizard,Graviturgy,EGW,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/7/name,subclass-feature: Adjust Density,調節密度,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,調節密度,5eclone.pingstudio.tw (legacy exact ENG_name match)
Adventurer's Atlas,subclass-feature,Artificer,Cartographer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/33/name,subclass-feature: Adventurer's Atlas,,,pending,,0.50,,冒險者的地圖匣,shuaishuaidnd.cn + OpenCC s2twp
Agile Parry,subclass-feature,Monk,Kensei,XGE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/48/name,subclass-feature: Agile Parry,靈巧格檔,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,靈巧格檔,5eclone.pingstudio.tw (legacy exact ENG_name match)
Agile Strikes,subclass-feature,Bard,Dance,XPHB,one,1,data/class/class-bard.json,/subclassFeature/57/name,subclass-feature: Agile Strikes,,,pending,,0.50,,靈巧打擊,shuaishuaidnd.cn + OpenCC s2twp
Alchemical Savant,subclass-feature,Artificer,Alchemist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/4/name,subclass-feature: Alchemical Savant,鍊金術掌握,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,鍊金術掌握,5eclone.pingstudio.tw (legacy exact ENG_name match)
Alchemist,subclass-feature,Artificer,Alchemist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/0/name,subclass-feature: Alchemist,鍊金師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,鍊金師,5eclone.pingstudio.tw (legacy exact ENG_name match)
Alchemist Spells,subclass-feature,Artificer,Alchemist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/1/name,subclass-feature: Alchemist Spells,鍊金師法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,鍊金師法術,5eclone.pingstudio.tw (legacy exact ENG_name match)
Alter Memories,subclass-feature,Wizard,Enchantment,PHB,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/34/name,subclass-feature: Alter Memories,改動記憶,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,改動記憶,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ambition Domain (PSA),subclass-feature,Cleric,Ambition (PSA),PSA,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/62/name,subclass-feature: Ambition Domain (PSA),,,pending,,0.50,,野心領域(PSA),shuaishuaidnd.cn + OpenCC s2twp
Ambush Master,subclass-feature,Rogue,Scout,XGE,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/51/name,subclass-feature: Ambush Master,伏擊大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,伏擊大師,5eclone.pingstudio.tw (legacy exact ENG_name match)
Among the Dead,subclass-feature,Warlock,Undying,SCAG,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/16/name,subclass-feature: Among the Dead,常伴死亡,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,常伴死亡,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ancestral Protectors,subclass-feature,Barbarian,Ancestral Guardian,XGE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/50/name,subclass-feature: Ancestral Protectors,先祖守護,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,先祖守護,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ancient Might,subclass-feature,Ranger,Hollow Warden,RHW,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/74/name,subclass-feature: Ancient Might,,,pending,,0.50,,古源蠻力,shuaishuaidnd.cn + OpenCC s2twp
Animal Speaker,subclass-feature,Barbarian,Wild Heart,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/80/name,subclass-feature: Animal Speaker,,,pending,,0.50,,動物交談,shuaishuaidnd.cn + OpenCC s2twp
Animating Performance,subclass-feature,Bard,Creation,TCE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/13/name,subclass-feature: Animating Performance,活化表演,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,活化表演,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aquatic Affinity,subclass-feature,Druid,Sea,XPHB,one,1,data/class/class-druid.json,/subclassFeature/68/name,subclass-feature: Aquatic Affinity,,,pending,,0.50,,水生親和,shuaishuaidnd.cn + OpenCC s2twp
Arcana Domain,subclass-feature,Cleric,Arcana,SCAG,classic-or-other,2,data/class/class-cleric.json,/subclassFeature/94/name,subclass-feature: Arcana Domain,奧祕領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧祕領域,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Abeyance,subclass-feature,Wizard,Chronurgy,EGW,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/4/name,subclass-feature: Arcane Abeyance,奧法暫滯,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧法暫滯,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Archer,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/63/name,subclass-feature: Arcane Archer,魔射手,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔射手,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Archer Lore,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/64/name,subclass-feature: Arcane Archer Lore,魔射手學識,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔射手學識,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Armor,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/7/name,subclass-feature: Arcane Armor,奧能裝甲,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧能裝甲,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Charge,subclass-feature,Fighter,Eldritch Knight,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/32/name,subclass-feature: Arcane Charge,祕法衝鋒,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,祕法衝鋒,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Dabbler,subclass-feature,Mystic,Wu Jen,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/34/name,subclass-feature: Arcane Dabbler,,,pending,,0.50,,奧秘初試,shuaishuaidnd.cn + OpenCC s2twp
Arcane Deflection,subclass-feature,Wizard,War,XGE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/73/name,subclass-feature: Arcane Deflection,祕法偏斜,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,祕法偏斜,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Firearm,subclass-feature,Artificer,Artillerist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/22/name,subclass-feature: Arcane Firearm,奧法火器,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧法火器,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Initiate,subclass-feature,Cleric,Arcana,SCAG,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/95/name,subclass-feature: Arcane Initiate,奧法學徒,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧法學徒,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Jolt,subclass-feature,Artificer,Battle Smith,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/31/name,subclass-feature: Arcane Jolt,奧能震盪,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧能震盪,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Mastery,subclass-feature,Cleric,Arcana,SCAG,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/100/name,subclass-feature: Arcane Mastery,奧術宗師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧術宗師,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Shot,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/65/name,subclass-feature: Arcane Shot,祕法射擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,祕法射擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Shot Options,subclass-feature,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/66/name,subclass-feature: Arcane Shot Options,祕法射擊選項,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,祕法射擊選項,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Trickster,subclass-feature,Rogue,Arcane Trickster,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/0/name,subclass-feature: Arcane Trickster,詭術師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,詭術師,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Ward,subclass-feature,Wizard,Abjuration; Abjurer,PHB; XPHB,classic-or-other; one,2,data/class/class-wizard.json,/subclassFeature/13/name,subclass-feature: Arcane Ward,奧法防護,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧法防護,5eclone.pingstudio.tw (legacy exact ENG_name match)
Archer,subclass-feature,Druid,Stars,TCE; XPHB,classic-or-other; one,2,data/class/class-druid.json,/subclassFeature/23/name,subclass-feature: Archer,,,pending,,0.50,,射手座,shuaishuaidnd.cn + OpenCC s2twp
Archfey Patron,subclass-feature,Warlock,Archfey,XPHB,one,1,data/class/class-warlock.json,/subclassFeature/66/name,subclass-feature: Archfey Patron,,,pending,,0.50,,至高妖精宗主,shuaishuaidnd.cn + OpenCC s2twp
Archfey Spells,subclass-feature,Warlock,Archfey,XPHB,one,1,data/class/class-warlock.json,/subclassFeature/67/name,subclass-feature: Archfey Spells,,,pending,,0.50,,至高妖精法術,shuaishuaidnd.cn + OpenCC s2twp
Armor Model,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/8/name,subclass-feature: Armor Model,裝甲型號,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,裝甲型號,5eclone.pingstudio.tw (legacy exact ENG_name match)
Armor Modifications,subclass-feature,Artificer,Armorer,TCE,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/67/name,subclass-feature: Armor Modifications,裝甲改造,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,裝甲改造,5eclone.pingstudio.tw (legacy exact ENG_name match)
Armor of Hexes,subclass-feature,Warlock,Hexblade,XGE,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/49/name,subclass-feature: Armor of Hexes,巫咒護甲,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,巫咒護甲,5eclone.pingstudio.tw (legacy exact ENG_name match)
Armor Training,subclass-feature,Mystic,Avatar,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/1/name,subclass-feature: Armor Training,,,pending,,0.50,,護甲受訓,shuaishuaidnd.cn + OpenCC s2twp
Armorer,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/9/name,subclass-feature: Armorer,裝甲師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,裝甲師,5eclone.pingstudio.tw (legacy exact ENG_name match)
Armorer Spells,subclass-feature,Artificer,Armorer,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/10/name,subclass-feature: Armorer Spells,裝甲師法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,裝甲師法術,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arms of the Astral Self,subclass-feature,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/28/name,subclass-feature: Arms of the Astral Self,星我之臂,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,星我之臂,5eclone.pingstudio.tw (legacy exact ENG_name match)
Artillerist,subclass-feature,Artificer,Artillerist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/18/name,subclass-feature: Artillerist,魔炮師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔炮師,5eclone.pingstudio.tw (legacy exact ENG_name match)
Artillerist Spells,subclass-feature,Artificer,Artillerist,EFA; TCE,classic-or-other,2,data/class/class-artificer.json,/subclassFeature/19/name,subclass-feature: Artillerist Spells,魔炮師法術,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔炮師法術,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ascendant Aspect,subclass-feature,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/5/name,subclass-feature: Ascendant Aspect,,,pending,,0.50,,神龍身,shuaishuaidnd.cn + OpenCC s2twp
Aspect of the Beast,subclass-feature,Barbarian,Totem Warrior,PHB,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/24/name,subclass-feature: Aspect of the Beast,獸之形,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,獸之形,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aspect of the Wilds,subclass-feature,Barbarian,Wild Heart,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/82/name,subclass-feature: Aspect of the Wilds,,,pending,,0.50,,獸之形貌,shuaishuaidnd.cn + OpenCC s2twp
Aspect of the Wyrm,subclass-feature,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/4/name,subclass-feature: Aspect of the Wyrm,,,pending,,0.50,,古龍姿,shuaishuaidnd.cn + OpenCC s2twp
Assassin,subclass-feature,Rogue,Assassin,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/6/name,subclass-feature: Assassin,刺客,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,刺客,5eclone.pingstudio.tw (legacy exact ENG_name match)
Assassin's Tools,subclass-feature,Rogue,Assassin,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/79/name,subclass-feature: Assassin's Tools,,,pending,,0.50,,刺客工具,shuaishuaidnd.cn + OpenCC s2twp
Assassinate,subclass-feature,Rogue,Assassin,PHB; XPHB,classic-or-other; one,2,data/class/class-rogue.json,/subclassFeature/7/name,subclass-feature: Assassinate,刺殺,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,刺殺,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aura of Alacrity,subclass-feature,Paladin,Glory,TCE; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/50/name,subclass-feature: Aura of Alacrity,迅捷靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,迅捷靈光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aura of Conquest,subclass-feature,Paladin,Conquest,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/68/name,subclass-feature: Aura of Conquest,征服靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,征服靈光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aura of Devotion,subclass-feature,Paladin,Devotion,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/23/name,subclass-feature: Aura of Devotion,奉獻靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奉獻靈光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aura of Elemental Shielding,subclass-feature,Paladin,Noble Genies,FRHoF,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/88/name,subclass-feature: Aura of Elemental Shielding,,,pending,,0.50,,元素守禦靈光,shuaishuaidnd.cn + OpenCC s2twp
Aura of Hate,subclass-feature,Paladin,Oathbreaker,DMG,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/5/name,subclass-feature: Aura of Hate,憎恨靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,憎恨靈光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aura of Malevolence,subclass-feature,Rogue,Scion of the Three,FRHoF,classic-or-other,1,data/class/class-rogue.json,/subclassFeature/63/name,subclass-feature: Aura of Malevolence,,,pending,,0.50,,惡毒靈光,shuaishuaidnd.cn + OpenCC s2twp
Aura of the Guardian,subclass-feature,Paladin,Redemption,XGE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/77/name,subclass-feature: Aura of the Guardian,護衛靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,護衛靈光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aura of the Sentinel,subclass-feature,Paladin,Watchers,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/59/name,subclass-feature: Aura of the Sentinel,哨衛靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,哨衛靈光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Aura of Warding,subclass-feature,Paladin,Ancients,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/14/name,subclass-feature: Aura of Warding,防護靈光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,防護靈光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Avatar of Battle,subclass-feature,Cleric; Mystic,Avatar; Strength (PSA); War,PHB; PSA; UATheMysticClass; XPHB,classic-or-other; one,4,data/class/class-cleric.json,/subclassFeature/61/name,subclass-feature: Avatar of Battle,戰鬥化身,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,戰鬥化身,5eclone.pingstudio.tw (legacy exact ENG_name match)
Avatar of Healing,subclass-feature,Mystic,Avatar,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/4/name,subclass-feature: Avatar of Healing,,,pending,,0.50,,醫療具現,shuaishuaidnd.cn + OpenCC s2twp
Avatar of Speed,subclass-feature,Mystic,Avatar,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/5/name,subclass-feature: Avatar of Speed,,,pending,,0.50,,急速具現,shuaishuaidnd.cn + OpenCC s2twp
Avenging Angel,subclass-feature,Paladin,Vengeance,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/subclassFeature/34/name,subclass-feature: Avenging Angel,復仇天使,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,復仇天使,5eclone.pingstudio.tw (legacy exact ENG_name match)
Awakened Astral Self,subclass-feature,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/32/name,subclass-feature: Awakened Astral Self,星我覺醒,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,星我覺醒,5eclone.pingstudio.tw (legacy exact ENG_name match)
Awakened Mind,subclass-feature,Warlock,Great Old One,PHB; XPHB,classic-or-other; one,2,data/class/class-warlock.json,/subclassFeature/11/name,subclass-feature: Awakened Mind,喚醒心靈,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,喚醒心靈,5eclone.pingstudio.tw (legacy exact ENG_name match)
Awakened Spellbook,subclass-feature,Wizard,Scribes,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/67/name,subclass-feature: Awakened Spellbook,覺醒魔典,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,覺醒魔典,5eclone.pingstudio.tw (legacy exact ENG_name match)
Awakened Talent,subclass-feature,Mystic,Awakened,UATheMysticClass,classic-or-other,1,data/class/class-mystic.json,/subclassFeature/7/name,subclass-feature: Awakened Talent,,,pending,,0.50,,喚醒天賦,shuaishuaidnd.cn + OpenCC s2twp
Balm of the Summer Court,subclass-feature,Druid,Dreams,XGE,classic-or-other,1,data/class/class-druid.json,/subclassFeature/36/name,subclass-feature: Balm of the Summer Court,仲夏庭院的芬馥,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,仲夏庭院的芬馥,5eclone.pingstudio.tw (legacy exact ENG_name match)
Banneret,subclass-feature,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/89/name,subclass-feature: Banneret,,,pending,,0.50,,旗將,shuaishuaidnd.cn + OpenCC s2twp
Bardic Damage,subclass-feature,Bard,Dance,XPHB,one,1,data/class/class-bard.json,/subclassFeature/58/name,subclass-feature: Bardic Damage,,,pending,,0.50,,詩人痛擊,shuaishuaidnd.cn + OpenCC s2twp
Bastion of Law,subclass-feature,Sorcerer,Clockwork; Clockwork Soul,TCE; XPHB,classic-or-other; one,2,data/class/class-sorcerer.json,/subclassFeature/34/name,subclass-feature: Bastion of Law,律令之壁,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,律令之壁,5eclone.pingstudio.tw (legacy exact ENG_name match)
Battering Roots,subclass-feature,Barbarian,World Tree,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/88/name,subclass-feature: Battering Roots,,,pending,,0.50,,根擊千鈞,shuaishuaidnd.cn + OpenCC s2twp
Battle Magic,subclass-feature,Bard,Valor,PHB; XPHB,classic-or-other; one,2,data/class/class-bard.json,/subclassFeature/9/name,subclass-feature: Battle Magic,戰鬥魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,戰鬥魔法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Battle Master,subclass-feature,Fighter,Battle Master,PHB; XPHB,classic-or-other; one,2,data/class/class-fighter.json,/subclassFeature/7/name,subclass-feature: Battle Master,戰鬥大師,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,戰鬥大師,5eclone.pingstudio.tw (legacy exact ENG_name match)
